workload_id,functional_id,shots_attempted,direct_postselection_shots_attempted,seed,backend,source_circuit_hash,postselection_accepted_shots,postselection_rejected_shots,interference_branch_accepted_shots,interference_branch_rejected_shots,plus_accepted_shots,minus_accepted_shots,count_00,count_01,count_10,count_11,estimated_postselection_probability,interference_acceptance_probability,inferred_postselection_probability_from_branch,signed_contrast,recovered_selected_output,statevector_reference,quantized_ridge_reference,absolute_error_vs_statevector,absolute_error_vs_quantized_ridge,relative_error_vs_statevector,relative_error_numerically_stable,analytic_variance_estimate,analytic_standard_error,statevector_expected_variance,statevector_expected_standard_error,confidence_interval_lower,confidence_interval_upper,same_final_circuit_as_statevector_and_resources,output_state_used_for_preparation
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,10000,10000,3,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,6113,3887,8061,1939,6136,1925,6136,972,1925,967,0.6113,0.8061,0.6122000000000001,0.4211,0.0051247183227263,0.0050829008415901,0.0050827958674965,4.181748113617819e-05,4.192245522977034e-05,0.0082270896953196,True,9.312464651757048e-09,9.650111217886065e-05,9.331765729805351e-09,9.66010648481959e-05,0.0049355796183877,0.0053138570270649,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,10000,10000,3,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,6113,3887,8058,1942,4158,3900,4158,975,3900,967,0.6113,0.8058,0.6115999999999999,0.0258,0.0003139817922734,0.0002747297976402,0.0002749801396336,3.92519946332034e-05,3.900165263976871e-05,,False,1.1924436835985477e-08,0.0001091990697578,1.19078061801627e-08,0.0001091228948487,9.99555484027115e-05,0.0005280080361441,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,10000,10000,4,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,6050,3950,8062,1938,5027,3035,5027,946,3035,992,0.605,0.8062,0.6124,0.1992,0.0024242315124366,0.0024712114358258,0.0024717150238716,4.6979923389179733e-05,4.74835114350116e-05,0.0190108878212921,True,1.1352529647200768e-08,0.0001065482503244,1.1304665230279588e-08,0.0001063233992603,0.002215400779185,0.0026330622456883,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,10000,10000,4,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,6050,3950,8005,1995,6069,1936,6069,1003,1936,992,0.605,0.8005,0.601,0.4133,0.0050297935948297,0.0050829008415901,0.0050827958674965,5.3107246760438626e-05,5.300227266684648e-05,0.0104482161693762,True,9.325917318796196e-09,9.657078915902156e-05,9.331765729805351e-09,9.66010648481959e-05,0.0048405183261194,0.00521906886354,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,10000,10000,4,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,6050,3950,8014,1986,4117,3897,4117,994,3897,992,0.605,0.8014,0.6028,0.022,0.000267736412016,0.0002747297976402,0.0002749801396336,6.993385624122809e-06,7.243727617557499e-06,,False,1.1861960844560337e-08,0.0001089126294079,1.19078061801627e-08,0.0001091228948487,5.427158091489745e-05,0.0004812012431173,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,10000,10000,5,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,6060,3940,8072,1928,5021,3051,5021,966,3051,962,0.606,0.8072,0.6144000000000001,0.197,0.002397457871235,0.0024712114358258,0.0024717150238716,7.375356459078967e-05,7.425715263662154e-05,0.0298451049236674,True,1.1380249558396336e-08,0.0001066782525091,1.1304665230279588e-08,0.0001063233992603,0.0021883723383835,0.0026065434040865,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,10000,10000,5,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,6060,3940,8061,1939,6078,1983,6078,977,1983,962,0.606,0.8061,0.6122000000000001,0.4095,0.0049835482145723,0.0050829008415901,0.0050827958674965,9.935262701776543e-05,9.924765292417329e-05,0.019546442103459,True,9.455163159788984e-09,9.723766327811967e-05,9.331765729805351e-09,9.66010648481959e-05,0.0047929658966064,0.0051741305325383,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,10000,10000,5,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,6060,3940,8041,1959,4098,3943,4098,997,3943,962,0.606,0.8041,0.6082000000000001,0.0155,0.0001886324721022,0.0002747297976402,0.0002749801396336,8.609732553797035e-05,8.634766753140504e-05,,False,1.1905559233450277e-08,0.0001091125988758,1.19078061801627e-08,0.0001091228948487,-2.5224291954052853e-05,0.0004024892361585,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,10000,10000,6,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,6023,3977,8062,1938,4991,3071,4991,957,3071,981,0.6023,0.8062,0.6124,0.192,0.0023366086866859,0.0024712114358258,0.0024717150238716,0.0001346027491399,0.0001351063371857,0.0544683256108839,True,1.1394245474320244e-08,0.0001067438310832,1.1304665230279588e-08,0.0001063233992603,0.002127394622191,0.0025458227511808,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,10000,10000,6,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,6023,3977,7999,2001,6040,1959,6040,1020,1959,981,0.6023,0.7999,0.5998000000000001,0.4081,0.0049665104428986,0.0050829008415901,0.0050827958674965,0.0001163903986915,0.0001162854245979,0.0228984200791736,True,9.38029078568838e-09,9.685190130136e-05,9.331765729805351e-09,9.66010648481959e-05,0.0047766842045137,0.0051563366812835,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,10000,10000,6,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,6023,3977,8070,1930,4124,3946,4124,949,3946,981,0.6023,0.807,0.6140000000000001,0.0178,0.0002166230969948,0.0002747297976402,0.0002749801396336,5.810670064537813e-05,5.835704263881282e-05,,False,1.1947375327607644e-08,0.000109304049914,1.19078061801627e-08,0.0001091228948487,2.391095798986851e-06,0.0004308550981907,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,10000,10000,7,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,6128,3872,8025,1975,5050,2975,5050,997,2975,978,0.6128,0.8025,0.605,0.2075,0.0025252411587882,0.0024712114358258,0.0024717150238716,5.402972296234855e-05,5.352613491651668e-05,0.0218636585194873,True,1.1247736374533749e-08,0.0001060553458083,1.1304665230279588e-08,0.0001063233992603,0.0023173765006358,0.0027331058169405,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,10000,10000,7,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,6128,3872,8034,1966,6145,1889,6145,988,1889,978,0.6128,0.8034,0.6068,0.4256,0.0051794825888205,0.0050829008415901,0.0050827958674965,9.65817472303801e-05,9.668672132397223e-05,0.0190013046172596,True,9.216046120485084e-09,9.600024021055928e-05,9.331765729805351e-09,9.66010648481959e-05,0.0049913255755006,0.0053676396021404,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,10000,10000,7,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,6128,3872,8058,1942,4165,3893,4165,964,3893,978,0.6128,0.8058,0.6115999999999999,0.0272,0.0003310195639471,0.0002747297976402,0.0002749801396336,5.628976630695518e-05,5.603942431352049e-05,,False,1.1923337897401825e-08,0.000109194037829,1.19078061801627e-08,0.0001091228948487,0.0001170031824758,0.0005450359454185,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,10000,10000,8,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,6169,3831,8042,1958,5096,2946,5096,988,2946,970,0.6169,0.8042,0.6084,0.215,0.0026165149356118,0.0024712114358258,0.0024717150238716,0.000145303499786,0.0001447999117401,0.0587984895503121,True,1.1225983462879531e-08,0.0001059527416487,1.1304665230279588e-08,0.0001063233992603,0.0024088513779171,0.0028241784933066,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,10000,10000,8,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,6169,3831,8055,1945,6192,1863,6192,975,1863,970,0.6169,0.8055,0.611,0.4329,0.0052683223982622,0.0050829008415901,0.0050827958674965,0.000185421556672,0.0001855265307656,0.036479475490629,True,9.154330055457882e-09,9.567826323391266e-05,9.331765729805351e-09,9.66010648481959e-05,0.0050807964482204,0.005455848348304,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,10000,10000,8,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,6169,3831,8021,1979,4170,3851,4170,1009,3851,970,0.6169,0.8021,0.6042000000000001,0.0319,0.0003882177974233,0.0002747297976402,0.0002749801396336,0.0001134879997831,0.0001132376577896,,False,1.1864425162497457e-08,0.0001089239420995,1.19078061801627e-08,0.0001091228948487,0.0001747307938541,0.0006017048009925,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,10000,10000,9,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,6121,3879,8014,1986,5043,2971,5043,1005,2971,981,0.6121,0.8014,0.6028,0.2072,0.0025215902077152,0.0024712114358258,0.0024717150238716,5.0378771889402017e-05,4.987518384357015e-05,0.0203862652782544,True,1.1233287405627716e-08,0.0001059872039711,1.1304665230279588e-08,0.0001063233992603,0.0023138591051096,0.0027293213103208,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,10000,10000,9,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,6121,3879,8063,1937,6141,1922,6141,956,1922,981,0.6121,0.8063,0.6126,0.4219,0.0051344541922541,0.0050829008415901,0.0050827958674965,5.155335066403619e-05,5.165832475762834e-05,0.0101425056814423,True,9.305438553858312e-09,9.646470107691368e-05,9.331765729805351e-09,9.66010648481959e-05,0.004945386852364,0.0053235215321443,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,10000,10000,9,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,6121,3879,8038,1962,4142,3896,4142,981,3896,981,0.6121,0.8038,0.6075999999999999,0.0246,0.0002993779879816,0.0002747297976402,0.0002749801396336,2.4648190341416184e-05,2.4397848347981497e-05,,False,1.1895711588522269e-08,0.0001090674634734,1.19078061801627e-08,0.0001091228948487,8.560968768862902e-05,0.0005131462882746,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,100000,100000,0,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,61039,38961,80568,19432,50466,30102,50466,9757,30102,9675,0.61039,0.80568,0.6113599999999999,0.20364,0.0024782655883162,0.0024712114358258,0.0024717150238716,7.054152490432869e-06,6.550564444601e-06,0.002854532148956,True,1.1318338000785187e-09,3.364273770189517e-05,1.1304665230279587e-09,3.3622411023422435e-05,0.0024123270340792,0.0025442041425533,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,100000,100000,0,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,61039,38961,80446,19554,61237,19209,61237,9879,19209,9675,0.61039,0.80446,0.6089199999999999,0.42028,0.0051147390564602,0.0050829008415901,0.0050827958674965,3.183821487012361e-05,3.194318896371576e-05,0.0062637883095439,True,9.298393670330211e-10,3.0493267568973665e-05,9.33176572980535e-10,3.054793893179268e-05,0.0050549733502541,0.0051745047626664,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,100000,100000,0,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,61039,38961,80614,19386,41478,39136,41478,9711,39136,9675,0.61039,0.80614,0.6122799999999999,0.02342,0.000285017580428,0.0002747297976402,0.0002749801396336,1.0287782787825436e-05,1.0037440794390748e-05,0.0374469128437899,True,1.193120735809209e-09,3.4541579810558886e-05,1.19078061801627e-09,3.450768925929799e-05,0.0002173173280302,0.0003527178328258,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,100000,100000,1,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,60824,39176,80447,19553,50304,30143,50304,9784,30143,9769,0.60824,0.80447,0.60894,0.20161,0.0024535608193893,0.0024712114358258,0.0024717150238716,1.7650616436507005e-05,1.815420448233887e-05,0.0071424954500537,True,1.1312601267384395e-09,3.3634210660255424e-05,1.1304665230279587e-09,3.3622411023422435e-05,0.0023876389778468,0.0025194826609318,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,100000,100000,1,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,60824,39176,80497,19503,61003,19494,61003,9734,19494,9769,0.60824,0.80497,0.6099399999999999,0.41509,0.0050515776028983,0.0050829008415901,0.0050827958674965,3.132323869185598e-05,3.121826459826383e-05,0.0061624729004268,True,9.370158955538855e-10,3.0610715371482016e-05,9.33176572980535e-10,3.054793893179268e-05,0.0049915817032291,0.0051115735025674,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,100000,100000,1,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,60824,39176,80244,19756,41066,39178,41066,9987,39178,9769,0.60824,0.80244,0.6048800000000001,0.01888,0.0002297665208574,0.0002747297976402,0.0002749801396336,4.4963276782769606e-05,4.5213618776204296e-05,0.1636636330277218,True,1.1879252770544387e-09,3.446629189591533e-05,1.19078061801627e-09,3.450768925929799e-05,0.0001622138300608,0.000297319211654,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,100000,100000,2,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,60939,39061,80327,19673,50414,29913,50414,9793,29913,9880,0.60939,0.80327,0.6065400000000001,0.20501,0.0024949382648827,0.0024712114358258,0.0024717150238716,2.372682905689037e-05,2.32232410110585e-05,0.0096012946172535,True,1.1274353050621627e-09,3.3577303421540017e-05,1.1304665230279587e-09,3.3622411023422435e-05,0.0024291279594785,0.0025607485702869,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,100000,100000,2,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,60939,39061,80295,19705,61142,19153,61142,9825,19153,9880,0.60939,0.80295,0.6059000000000001,0.41989,0.0051099928200654,0.0050829008415901,0.0050827958674965,2.7091978475292895e-05,2.7196952568885047e-05,0.0053300230163091,True,9.280882725294023e-10,3.0464541232872723e-05,9.33176572980535e-10,3.054793893179268e-05,0.0050502834164434,0.0051697022236874,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,100000,100000,2,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,60939,39061,80213,19787,41245,38968,41245,9907,38968,9880,0.60939,0.80213,0.60426,0.02277,0.0002771071864366,0.0002747297976402,0.0002749801396336,2.3773887964406476e-06,2.127046803005958e-06,0.0086535527520535,True,1.187226194383483e-09,3.445614886175591e-05,1.19078061801627e-09,3.450768925929799e-05,0.0002095743756216,0.0003446399972516,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,100000,100000,3,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,60910,39090,80400,19600,50405,29995,50405,9724,29995,9876,0.6091,0.804,0.6080000000000001,0.2041,0.0024838637132948,0.0024712114358258,0.0024717150238716,1.265227746895161e-05,1.214868942311974e-05,0.0051198684521801,True,1.1290678510477027e-09,3.360160488797675e-05,1.1304665230279587e-09,3.3622411023422435e-05,0.0024180057778916,0.0025497216486979,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,100000,100000,3,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,60910,39090,80328,19672,61147,19181,61147,9796,19181,9876,0.6091,0.80328,0.60656,0.41966,0.0051071937575761,0.0050829008415901,0.0050827958674965,2.4292915986033097e-05,2.439789007962524e-05,0.0047793409202988,True,9.288630042367131e-10,3.0477253882801077e-05,9.33176572980535e-10,3.054793893179268e-05,0.0050474594376182,0.0051669280775341,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,100000,100000,3,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,60910,39090,80278,19722,41347,38931,41347,9846,38931,9876,0.6091,0.80278,0.6055600000000001,0.02416,0.0002940232597413,0.0002747297976402,0.0002749801396336,1.929346210109424e-05,1.904312010765955e-05,0.070227045871305,True,1.1880922635862183e-09,3.446871427231103e-05,1.19078061801627e-09,3.450768925929799e-05,0.0002264658211741,0.0003615806983084,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,100000,100000,4,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,60896,39104,80497,19503,50500,29997,50500,9649,29997,9854,0.60896,0.80497,0.6099399999999999,0.20503,0.0024951816616209,0.0024712114358258,0.0024717150238716,2.3970225795086515e-05,2.3466637749254646e-05,0.0096997875000023,True,1.1299409430900283e-09,3.361459419790797e-05,1.1304665230279587e-09,3.3622411023422435e-05,0.0024292982676381,0.0025610650556037,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,signed_difference_e0_minus_e1,100000,100000,4,qiskit_aer_statevector_actual_shot_sampling,a23264a47334f11980540c17e471cf2559f3df49ec0fb4b3b868b0ada1d9de68,60896,39104,80420,19580,61097,19323,61097,9726,19323,9854,0.60896,0.8042,0.6084,0.41774,0.0050838276707093,0.0050829008415901,0.0050827958674965,9.268291191744104e-07,1.0318032127665591e-06,0.0001823425536045,True,9.326068125160543e-10,3.0538611830206925e-05,9.33176572980535e-10,3.054793893179268e-05,0.0050239730913842,0.0051436822500343,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,aggregate_e0_to_e3,100000,100000,4,qiskit_aer_statevector_actual_shot_sampling,87bb5d62e8844b359f5ad6f54fee8947915746c4e034ea358673ce1d6e1300df,60896,39104,80411,19589,41519,38892,41519,9735,38892,9854,0.60896,0.80411,0.60822,0.02627,0.000319701615621,0.0002747297976402,0.0002749801396336,4.497181798082011e-05,4.472147598738542e-05,0.1636947224767873,True,1.1899044647030756e-09,3.449499187857675e-05,1.19078061801627e-09,3.450768925929799e-05,0.000252092673892,0.00038731055735,True,False
ieee14_sparse_quantized_8x8_d31_selected_v1,coordinate_e0,100000,100000,5,qiskit_aer_statevector_actual_shot_sampling,fc78f4b794ab8417ec26e188662b5e4b7d06932ab5d8ce55e515bcd64aa6eabb,61072,38928,80451,19549,50433,30018,50433,9836,30018,9713,0.61072,0.80451,0.6090199999999999,0.20415,0.0024844722051403,0.0024712114358258,0.0024717150238716,1.3260769314442629e-05,1.2757181268610758e-05,0.0053661006590522,True,1.1297929542738822e-09,3.361239286742142e-05,1.1304665230279587e-09,3.3622411023422435e-05,0.0024185931256859,0.0025503512845946,True,False
