workload_id,functional_id,shots_attempted,direct_postselection_shots_attempted,seed,backend,source_circuit_hash,postselection_accepted_shots,postselection_rejected_shots,interference_branch_accepted_shots,interference_branch_rejected_shots,plus_accepted_shots,minus_accepted_shots,count_00,count_01,count_10,count_11,estimated_postselection_probability,interference_acceptance_probability,inferred_postselection_probability_from_branch,signed_contrast,recovered_selected_output,statevector_reference,quantized_ridge_reference,absolute_error_vs_statevector,absolute_error_vs_quantized_ridge,relative_error_vs_statevector,relative_error_numerically_stable,analytic_variance_estimate,analytic_standard_error,statevector_expected_variance,statevector_expected_standard_error,confidence_interval_lower,confidence_interval_upper,same_final_circuit_as_statevector_and_resources,output_state_used_for_preparation
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,10000,10000,5,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,4498,5502,7189,2811,3209,3980,3209,1417,3980,1394,0.4498,0.7189,0.4377999999999999,-0.0771,-0.0001034340712468,-9.46764838959202e-05,-9.467648354949875e-05,8.75758735092698e-06,8.757587697348412e-06,0.0925001329850227,True,1.283160437011999e-10,1.1327667178249893e-05,1.2991816181117725e-10,1.1398164844007885e-05,-0.000125635890945,-8.123225154862092e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,10000,10000,6,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,4512,5488,7281,2719,3520,3761,3520,1333,3761,1386,0.4512,0.7281,0.4561999999999999,-0.0241,-3.233153199804173e-05,-2.4590559001044052e-05,-2.459055891093946e-05,7.740972996997677e-06,7.74097308710227e-06,,False,1.3093716563397948e-10,1.1442777881003348e-05,1.3075405591226207e-10,1.1434773977314204e-05,-5.475896452789984e-05,-9.90409946818361e-06,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,10000,10000,6,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,4512,5488,7265,2735,3258,4007,3258,1349,4007,1386,0.4512,0.7265,0.453,-0.0749,-0.0001004826450893,-9.46764838959202e-05,-9.467648354949875e-05,5.806161193429391e-06,5.806161539850823e-06,0.0613263289309753,True,1.297440580564037e-10,1.1390524924532833e-05,1.2991816181117725e-10,1.1398164844007885e-05,-0.0001228076637064,-7.815762647225941e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,10000,10000,7,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,4563,5437,7259,2741,3541,3718,3541,1383,3718,1358,0.4563,0.7259,0.4518,-0.0177,-2.374556499441239e-05,-2.4590559001044052e-05,-2.459055891093946e-05,8.449940066316613e-07,8.449939165270679e-07,,False,1.3058936250064307e-10,1.1427570279838276e-05,1.3075405591226207e-10,1.1434773977314204e-05,-4.614319117369572e-05,-1.3479388151290634e-06,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,10000,10000,7,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,4563,5437,7253,2747,3270,3983,3270,1389,3983,1358,0.4563,0.7253,0.4505999999999999,-0.0713,-9.565303864980809e-05,-9.46764838959202e-05,-9.467648354949875e-05,9.765547538878995e-07,9.765551003093316e-07,0.010314649569807,True,1.2962281073955375e-10,1.1385201392138558e-05,1.2991816181117725e-10,1.1398164844007885e-05,-0.0001179676233351,-7.333845396448122e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,10000,10000,8,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,4585,5415,7334,2666,3600,3734,3600,1361,3734,1305,0.4585,0.7334,0.4668000000000001,-0.0134,-1.7976868413848927e-05,-2.4590559001044052e-05,-2.459055891093946e-05,6.613690587195125e-06,6.613690497090531e-06,,False,1.3196326298760496e-10,1.1487526408570514e-05,1.3075405591226207e-10,1.1434773977314204e-05,-4.049200644609989e-05,4.538269618402033e-06,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,10000,10000,8,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,4585,5415,7359,2641,3355,4004,3355,1336,4004,1305,0.4585,0.7359,0.4718,-0.0649,-8.706707164617875e-05,-9.46764838959202e-05,-9.467648354949875e-05,7.609412249741439e-06,7.6094119033200065e-06,0.0803727804056033,True,1.3168745629792044e-10,1.1475515513384155e-05,1.2991816181117725e-10,1.1398164844007885e-05,-0.0001095586687564,-6.457547453591513e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,10000,10000,9,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,4518,5482,7273,2727,3521,3752,3521,1384,3752,1343,0.4518,0.7273,0.4545999999999999,-0.0231,-3.098997465372464e-05,-2.4590559001044052e-05,-2.459055891093946e-05,6.39941565268059e-06,6.399415742785183e-06,,False,1.308016784885624e-10,1.1436856145312068e-05,1.3075405591226207e-10,1.1434773977314204e-05,-5.340580079490189e-05,-8.5741485125474e-06,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,10000,10000,9,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,4518,5482,7311,2689,3279,4032,3279,1346,4032,1343,0.4518,0.7311,0.4621999999999999,-0.0753,-0.000101019268027,-9.46764838959202e-05,-9.467648354949875e-05,6.342784131156234e-06,6.342784477577666e-06,0.0669942933044386,True,1.3056114201126818e-10,1.1426335458547862e-05,1.2991816181117725e-10,1.1398164844007885e-05,-0.0001234144740011,-7.862406205304964e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,100000,100000,0,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,45475,54525,72917,27083,35576,37341,35576,13578,37341,13505,0.45475,0.72917,0.4583399999999999,-0.01765,-2.3678487127196537e-05,-2.4590559001044052e-05,-2.459055891093946e-05,9.120718738475184e-07,9.120717837429248e-07,0.0370903269750311,True,1.3117820739841598e-11,3.6218532189808022e-06,1.3075405591226206e-11,3.6159930297535423e-06,-3.077718899368937e-05,-1.65797852607037e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,100000,100000,0,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,45475,54525,72964,27036,33023,39941,33023,13531,39941,13505,0.45475,0.72964,0.4592799999999999,-0.06918,-9.280893707985587e-05,-9.46764838959202e-05,-9.467648354949875e-05,1.8675468160643128e-06,1.8675464696428805e-06,0.0197255616095475,True,1.3045751407057028e-11,3.6118902817025087e-06,1.2991816181117724e-11,3.6044162053122726e-06,-9.988811194810304e-05,-8.572976221160872e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,100000,100000,1,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,45136,54864,72535,27465,35173,37362,35173,13799,37362,13666,0.45136,0.72535,0.4507000000000001,-0.02189,-2.936669026710097e-05,-2.4590559001044052e-05,-2.459055891093946e-05,4.776131266056919e-06,4.776131356161513e-06,0.1942262177063212,True,1.3046051975066408e-11,3.611931889594045e-06,1.3075405591226206e-11,3.6159930297535423e-06,-3.6445946685317006e-05,-2.228743384888494e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,100000,100000,1,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,45136,54864,72679,27321,32658,40021,32658,13655,40021,13666,0.45136,0.72679,0.4535800000000001,-0.07363,-9.877886726206688e-05,-9.46764838959202e-05,-9.467648354949875e-05,4.102383366146698e-06,4.1023837125681305e-06,0.0433305420452298,True,1.2983020129819588e-11,3.603195821742081e-06,1.2991816181117724e-11,3.6044162053122726e-06,-0.0001058410013019,-9.17167332222072e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,100000,100000,2,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,45352,54648,72591,27409,35431,37160,35431,13642,37160,13767,0.45352,0.72591,0.4518200000000001,-0.01729,-2.3195526483242382e-05,-2.4590559001044052e-05,-2.459055891093946e-05,1.3950325178016662e-06,1.3950324276970727e-06,0.0567304109574099,True,1.3059374421755809e-11,3.613775646295134e-06,1.3075405591226206e-11,3.6159930297535423e-06,-3.0278396598188803e-05,-1.611265636829597e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,100000,100000,2,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,45352,54648,72578,27422,32825,39753,32825,13655,39753,13767,0.45352,0.72578,0.4515599999999999,-0.06928,-9.294309281428755e-05,-9.46764838959202e-05,-9.467648354949875e-05,1.7333910816326188e-06,1.7333907352111869e-06,0.0183085705161819,True,1.2976030852284779e-11,3.6022258191685847e-06,1.2991816181117724e-11,3.6044162053122726e-06,-0.000100003325684,-8.588285994453685e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,100000,100000,3,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,45427,54573,72642,27358,35473,37169,35473,13652,37169,13706,0.45427,0.72642,0.4528399999999999,-0.01696,-2.2752812559617747e-05,-2.4590559001044052e-05,-2.459055891093946e-05,1.8377464414263045e-06,1.837746351321711e-06,0.0747338212745907,True,1.306875669960169e-11,3.615073539999109e-06,1.3075405591226206e-11,3.6159930297535423e-06,-2.983822649947972e-05,-1.5667398619755776e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,100000,100000,3,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,45427,54573,72587,27413,32816,39771,32816,13707,39771,13706,0.45427,0.72587,0.45174,-0.06955,-9.33053132972532e-05,-9.46764838959202e-05,-9.467648354949875e-05,1.3711705986669994e-06,1.3711702522455671e-06,0.0144826945640942,True,1.2976976020905936e-11,3.6023570090852926e-06,1.2991816181117724e-11,3.6044162053122726e-06,-0.0001003658032945,-8.624482329999058e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,100000,100000,4,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,45429,54571,72574,27426,35533,37041,35533,13694,37041,13732,0.45429,0.72574,0.4514800000000001,-0.01508,-2.0230684752301628e-05,-2.4590559001044052e-05,-2.459055891093946e-05,4.359874248742424e-06,4.35987415863783e-06,0.1772987042936809,True,1.3057602320804935e-11,3.613530451069278e-06,1.3075405591226206e-11,3.6159930297535423e-06,-2.7313074293436187e-05,-1.314829521116707e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,100000,100000,4,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,45429,54571,72651,27349,32943,39708,32943,13617,39708,13732,0.45429,0.72651,0.45302,-0.06765,-9.075635434305072e-05,-9.46764838959202e-05,-9.467648354949875e-05,3.920129552869453e-06,3.9201292064480205e-06,0.0414055253380441,True,1.2993186244356283e-11,3.6046062537198542e-06,1.2991816181117724e-11,3.6044162053122726e-06,-9.78212527787895e-05,-8.369145590731197e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,100000,100000,5,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,45412,54588,72528,27472,35329,37199,35329,13840,37199,13632,0.45412,0.72528,0.45056,-0.0187,-2.508712233872947e-05,-2.4590559001044052e-05,-2.459055891093946e-05,4.965633376854224e-07,4.965634277900158e-07,0.0201932513069076,True,1.30471225196908e-11,3.612080082125921e-06,1.3075405591226206e-11,3.6159930297535423e-06,-3.216666920897076e-05,-1.800757546848819e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,100000,100000,5,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,45412,54588,72561,27439,32701,39860,32701,13807,39860,13632,0.45412,0.72561,0.4512199999999999,-0.07159,-9.604209027966004e-05,-9.46764838959202e-05,-9.467648354949875e-05,1.3656063837398497e-06,1.3656067301612816e-06,0.0144239237405678,True,1.2967114586867016e-11,3.6009880014888993e-06,1.2991816181117724e-11,3.6044162053122726e-06,-0.0001030998970713,-8.898428348798093e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,100000,100000,6,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,45274,54726,72753,27247,35462,37291,35462,13499,37291,13748,0.45274,0.72753,0.45506,-0.01829,-2.453708382755947e-05,-2.4590559001044052e-05,-2.459055891093946e-05,5.3475173484582506e-08,5.3475083379989076e-08,0.0021746221174684,True,1.3087890434367623e-11,3.617718954585558e-06,1.3075405591226206e-11,3.6159930297535423e-06,-3.162768268473506e-05,-1.744648497038388e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,100000,100000,6,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,45274,54726,72723,27277,32847,39876,32847,13529,39876,13748,0.45274,0.72723,0.4544600000000001,-0.07029,-9.429806573204784e-05,-9.46764838959202e-05,-9.467648354949875e-05,3.784181638723461e-07,3.7841781745091396e-07,0.0039969604731872,True,1.29995905388629e-11,3.605494492973592e-06,1.2991816181117724e-11,3.6044162053122726e-06,-0.0001013647050847,-8.72314263793621e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,100000,100000,7,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,45718,54282,72633,27367,35756,36877,35756,13682,36877,13685,0.45718,0.72633,0.45266,-0.01121,-1.5038857829794512e-05,-2.4590559001044052e-05,-2.459055891093946e-05,9.55170117124954e-06,9.551701081144946e-06,0.3884296071042549,True,1.3070052133449892e-11,3.615252706720498e-06,1.3075405591226206e-11,3.6159930297535423e-06,-2.2124622929977637e-05,-7.953092729611387e-06,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,100000,100000,7,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,45718,54282,72604,27396,33068,39536,33068,13711,39536,13685,0.45718,0.72604,0.45208,-0.06468,-8.677192903042899e-05,-9.46764838959202e-05,-9.467648354949875e-05,7.904554865491198e-06,7.904554519069765e-06,0.0834901608110081,True,1.2991800778508055e-11,3.604414068681352e-06,1.2991816181117724e-11,3.6044162053122726e-06,-9.383645079041392e-05,-7.970740727044406e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,100000,100000,8,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,45544,54456,72661,27339,35476,37185,35476,13746,37185,13593,0.45544,0.72661,0.4532199999999999,-0.01709,-2.2927215014378968e-05,-2.4590559001044052e-05,-2.459055891093946e-05,1.6633439866650845e-06,1.6633438965604908e-06,0.0676415687253983,True,1.3072096607117636e-11,3.6155354523386487e-06,1.3075405591226206e-11,3.6159930297535423e-06,-3.0013534285790458e-05,-1.584089574296748e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,100000,100000,8,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,45544,54456,72612,27388,32836,39776,32836,13795,39776,13593,0.45544,0.72612,0.45224,-0.0694,-9.310407969560565e-05,-9.46764838959202e-05,-9.467648354949875e-05,1.5724042003145537e-06,1.5724038538931216e-06,0.0166081812041428,True,1.2981850579511488e-11,3.603033524616651e-06,1.2991816181117724e-11,3.6044162053122726e-06,-0.0001001658956389,-8.604226375226658e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,100000,100000,9,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,45226,54774,72621,27379,35274,37347,35274,13746,37347,13633,0.45226,0.72621,0.45242,-0.02073,-2.781048374769315e-05,-2.4590559001044052e-05,-2.459055891093946e-05,3.219924746649099e-06,3.2199248367536926e-06,0.1309415026519889,True,1.3062419844505623e-11,3.614196984740265e-06,1.3075405591226206e-11,3.6159930297535423e-06,-3.489417967081733e-05,-2.0726787824568973e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,100000,100000,9,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,45226,54774,72760,27240,32754,40006,32754,13607,40006,13633,0.45226,0.7276,0.4552,-0.07252,-9.728973860987492e-05,-9.46764838959202e-05,-9.467648354949875e-05,2.6132547139547454e-06,2.6132550603761776e-06,0.0276019409088697,True,1.3000518030083118e-11,3.605623112595536e-06,1.2991816181117724e-11,3.6044162053122726e-06,-0.0001043566300523,-9.022284716736248e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,1000000,1000000,0,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,453815,546185,727387,272613,354454,372933,354454,136625,372933,135988,0.453815,0.727387,0.454774,-0.018479,-2.4790638165635396e-05,-2.4590559001044052e-05,-2.459055891093946e-05,2.0007916459134357e-07,2.00079254695937e-07,0.0081364219732804,True,1.308519168195407e-12,1.143905226928965e-06,1.3075405591226206e-12,1.14347739773142e-06,-2.7032651212143283e-05,-2.2548625119127508e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,branch_angle_diff_4_6,1000000,1000000,0,qiskit_aer_statevector_actual_shot_sampling,2b065df0f9c66e4fa8f30e6f7a98aace96ebc9e728c3393bf0976e0d044a3f0b,453815,546185,727630,272370,328490,399140,328490,136382,399140,135988,0.453815,0.72763,0.45526,-0.07065,-9.478102637600198e-05,-9.46764838959202e-05,-9.467648354949875e-05,1.0454248008179497e-07,1.045428265032271e-07,0.0011042074629294,True,1.3005876465694436e-12,1.140433096051427e-06,1.2991816181117724e-12,1.1398164844007882e-06,-9.701623417104029e-05,-9.254581858096368e-05,True,False
ieee30_sparse_quantized_8x8_d31_selected_v1,coordinate_angle_bus4,1000000,1000000,1,qiskit_aer_statevector_actual_shot_sampling,7efada35caa3e11624c96895d13f3f84ba9c10e1900314599a78a54e7a66937e,453541,546459,726940,273060,354079,372861,354079,136566,372861,136494,0.453541,0.72694,0.45388,-0.018782,-2.519713004096347e-05,-2.4590559001044052e-05,-2.459055891093946e-05,6.06571039919422e-07,6.065711300240154e-07,0.0246668259917828,True,1.3076943486534485e-12,1.1435446421777544e-06,1.3075405591226206e-12,1.14347739773142e-06,-2.7438436354345615e-05,-2.2955823727581333e-05,True,False
