candidate_id,ieee_case,selected_rows,selected_columns,row_set,column_set,support_cells,support_pattern,support_pattern_fingerprint,measurement_type_histogram,measurement_type_proportions,state_type_histogram,state_type_proportions,row_degree_profile,column_degree_profile,row_degree_histogram,column_degree_histogram,nonzeros,rank,condition_number,spectral_norm,frobenius_norm,max_absolute_entry,singular_values,descriptor_uses_selector_or_output_results,policy,variant,descriptor_data_scope
ieee14_injection_heavy_v02,ieee14,"[16,19,24,26,30,33,38,40]","[1,4,9,11,15,18,23,25]","[16,19,24,26,30,33,38,40]","[1,4,9,11,15,18,23,25]","[[16,1],[16,15],[19,4],[19,9],[19,11],[19,18],[19,23],[19,25],[24,4],[24,9],[24,18],[24,23],[26,4],[26,11],[26,18],[26,25],[30,1],[30,15],[33,4],[33,9],[33,11],[33,18],[33,23],[33,25],[38,4],[38,9],[38,18],[38,23],[40,4],[40,11],[40,18],[40,25]]","[[1,0,0,0,1,0,0,0],[0,1,1,1,0,1,1,1],[0,1,1,0,0,1,1,0],[0,1,0,1,0,1,0,1],[1,0,0,0,1,0,0,0],[0,1,1,1,0,1,1,1],[0,1,1,0,0,1,1,0],[0,1,0,1,0,1,0,1]]",9f15dba62184443a6c24f80bd6110490bede16570c50e5f1131b4c1c851d59fe,"{""p_injection"":4,""q_injection"":4}","{""p_injection"":0.5,""q_injection"":0.5}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[2,6,4,4,2,6,4,4]","[2,6,4,4,2,6,4,4]","{""2"":2,""4"":4,""6"":2}","{""2"":2,""4"":4,""6"":2}",32,8,4.478830623072006,898.3898099312345,1462.3965634771046,657.5689046379408,"[898.3898099312345,846.0108447739555,393.41041898888346,375.19041880939426,365.3732318272375,315.0806283673229,217.29573816508017,200.585796949614]",False,injection_heavy,2,matrix_structure_and_metadata_only
ieee14_injection_heavy_v03,ieee14,"[15,17,18,25,29,31,32,39]","[0,2,3,4,14,16,17,18]","[15,17,18,25,29,31,32,39]","[0,2,3,4,14,16,17,18]","[[15,0],[15,2],[15,3],[15,14],[15,16],[15,17],[17,0],[17,2],[17,3],[17,14],[17,16],[17,17],[18,0],[18,2],[18,3],[18,4],[18,14],[18,16],[18,17],[18,18],[25,4],[25,18],[29,0],[29,2],[29,3],[29,14],[29,16],[29,17],[31,0],[31,2],[31,3],[31,14],[31,16],[31,17],[32,0],[32,2],[32,3],[32,4],[32,14],[32,16],[32,17],[32,18],[39,4],[39,18]]","[[1,1,1,0,1,1,1,0],[1,1,1,0,1,1,1,0],[1,1,1,1,1,1,1,1],[0,0,0,1,0,0,0,1],[1,1,1,0,1,1,1,0],[1,1,1,0,1,1,1,0],[1,1,1,1,1,1,1,1],[0,0,0,1,0,0,0,1]]",2492f582e7174a8d369ad18c33e38e8acb6a4b53dd471f063b1789b6f2c5c786,"{""p_injection"":4,""q_injection"":4}","{""p_injection"":0.5,""q_injection"":0.5}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[6,6,8,2,6,6,8,2]","[6,6,6,4,6,6,6,4]","{""2"":2,""6"":4,""8"":2}","{""4"":2,""6"":6}",44,8,17.893182953256833,2140.3945273704358,3516.8981869687873,1335.8517116760058,"[2140.3945273704358,2084.0716549657873,1247.4379482418533,1203.014674474305,463.5231292451071,442.00923377246926,126.6837055961782,119.62066966854833]",False,injection_heavy,3,matrix_structure_and_metadata_only
ieee14_lexicographic_metadata_v00,ieee14,"[17,42,44,45,46,59,60,61]","[0,1,2,8,9,10,11,12]","[17,42,44,45,46,59,60,61]","[0,1,2,8,9,10,11,12]","[[17,0],[17,1],[17,2],[42,0],[44,0],[44,1],[45,0],[45,2],[46,0],[59,8],[59,9],[60,10],[60,11],[61,11],[61,12]]","[[1,1,1,0,0,0,0,0],[1,0,0,0,0,0,0,0],[1,1,0,0,0,0,0,0],[1,0,1,0,0,0,0,0],[1,0,0,0,0,0,0,0],[0,0,0,1,1,0,0,0],[0,0,0,0,0,1,1,0],[0,0,0,0,0,0,1,1]]",2d0d7ff8409f7a4138382597bb587ef6f421e72fee8db07af571a8085e27e217,"{""p_branch_flow"":7,""p_injection"":1}","{""p_branch_flow"":0.875,""p_injection"":0.125}","{""angle"":8}","{""angle"":1.0}","[3,1,2,2,1,2,2,2]","[5,2,2,1,1,1,2,1]","{""1"":2,""2"":5,""3"":1}","{""1"":4,""2"":3,""5"":1}",15,6,inf,1408.8204867925272,1770.332346131729,1335.8517116760058,"[1408.8204867925272,953.9962048202302,343.5430247784969,242.73212258396234,216.07693988823337,124.75077467895302,1.6213992756087242e-14,0.0]",False,lexicographic_metadata,0,matrix_structure_and_metadata_only
ieee14_lexicographic_metadata_v01,ieee14,"[50,51,52,53,54,55,56,57]","[2,3,4,5,6,7,18,22]","[50,51,52,53,54,55,56,57]","[2,3,4,5,6,7,18,22]","[[50,2],[50,7],[51,3],[51,4],[51,18],[52,4],[52,18],[53,4],[53,18],[54,4],[54,18],[55,5],[55,6],[56,5],[56,7],[57,7],[57,22]]","[[1,0,0,0,0,1,0,0],[0,1,1,0,0,0,1,0],[0,0,1,0,0,0,1,0],[0,0,1,0,0,0,1,0],[0,0,1,0,0,0,1,0],[0,0,0,1,1,0,0,0],[0,0,0,1,0,1,0,0],[0,0,0,0,0,1,0,1]]",4732dd37ea2a8587354b63e7de822fca2310b92ad3ac960bc33a960dd499f4b4,"{""p_branch_flow"":8}","{""p_branch_flow"":1.0}","{""angle"":6,""voltage"":2}","{""angle"":0.75,""voltage"":0.25}","[2,3,2,2,2,2,2,2]","[1,1,4,2,1,3,4,1]","{""2"":7,""3"":1}","{""1"":4,""2"":1,""3"":1,""4"":2}",17,7,2.342526920235687e+17,886.2935971818898,1221.5108080654481,575.168889205989,"[886.2935971818898,554.0069088639408,519.5895782189691,248.78014401761723,239.02683611358364,102.9166775238333,7.622204399252932,3.783493754226388e-15]",False,lexicographic_metadata,1,matrix_structure_and_metadata_only
ieee14_lexicographic_metadata_v02,ieee14,"[15,16,17,18,24,25,26,27]","[14,15,16,22,23,24,25,26]","[15,16,17,18,24,25,26,27]","[14,15,16,22,23,24,25,26]","[[15,14],[15,15],[15,16],[16,14],[16,15],[16,16],[17,14],[17,15],[17,16],[18,14],[18,16],[24,22],[24,23],[25,24],[25,25],[26,24],[26,25],[26,26],[27,25],[27,26]]","[[1,1,1,0,0,0,0,0],[1,1,1,0,0,0,0,0],[1,1,1,0,0,0,0,0],[1,0,1,0,0,0,0,0],[0,0,0,1,1,0,0,0],[0,0,0,0,0,1,1,0],[0,0,0,0,0,1,1,1],[0,0,0,0,0,0,1,1]]",7a2a28fa1729b145c793afd240f44b8d3d082f75c089f1412745a7bb86851553,"{""p_injection"":8}","{""p_injection"":1.0}","{""voltage"":8}","{""voltage"":1.0}","[3,3,3,2,2,2,3,2]","[4,3,4,1,1,2,3,2]","{""2"":4,""3"":4}","{""1"":2,""2"":2,""3"":2,""4"":2}",20,7,inf,412.96922997162244,643.1706951665723,340.29224905362946,"[412.96922997162244,350.55803689956775,281.90954217421967,145.65836088957357,103.36072707930037,70.8099288887695,62.025696169481265,0.0]",False,lexicographic_metadata,2,matrix_structure_and_metadata_only
ieee14_lexicographic_metadata_v03,ieee14,"[17,22,31,34,36,63,65,79]","[2,7,8,9,16,17,19,21]","[17,22,31,34,36,63,65,79]","[2,7,8,9,16,17,19,21]","[[17,2],[17,7],[17,16],[17,17],[17,19],[17,21],[22,2],[22,7],[22,8],[22,16],[22,19],[22,21],[31,2],[31,7],[31,16],[31,17],[31,19],[31,21],[34,2],[34,7],[34,16],[34,19],[34,21],[36,2],[36,7],[36,8],[36,16],[36,19],[36,21],[63,17],[65,2],[65,16],[79,8],[79,9]]","[[1,1,0,0,1,1,1,1],[1,1,1,0,1,0,1,1],[1,1,0,0,1,1,1,1],[1,1,0,0,1,0,1,1],[1,1,1,0,1,0,1,1],[0,0,0,0,0,1,0,0],[1,0,0,0,1,0,0,0],[0,0,1,1,0,0,0,0]]",567bcf500cb40952ab16e798aef4057d8c3c355d894ed08c48dc159130f5e6bb,"{""p_injection"":2,""q_branch_flow"":3,""q_injection"":3}","{""p_injection"":0.25,""q_branch_flow"":0.375,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[6,6,6,5,6,1,2,2]","[6,5,3,1,6,3,5,5]","{""1"":1,""2"":2,""5"":1,""6"":4}","{""1"":1,""3"":2,""5"":3,""6"":2}",34,8,4014.514446681523,1607.8353739077897,2657.3357300803546,1335.8517116760058,"[1607.8353739077897,1403.971806565368,1118.589769993884,991.1122297290497,443.0328893191206,235.0817117317846,141.68105404288838,0.4005055643122316]",False,lexicographic_metadata,3,matrix_structure_and_metadata_only
ieee14_measurement_balanced_v00,ieee14,"[0,17,18,29,31,32,48,68]","[0,2,3,13,14,15,16,17]","[0,17,18,29,31,32,48,68]","[0,2,3,13,14,15,16,17]","[[0,13],[17,0],[17,2],[17,3],[17,14],[17,15],[17,16],[17,17],[18,0],[18,2],[18,3],[18,13],[18,14],[18,16],[18,17],[29,0],[29,2],[29,3],[29,13],[29,14],[29,15],[29,16],[29,17],[31,0],[31,2],[31,3],[31,14],[31,15],[31,16],[31,17],[32,0],[32,2],[32,3],[32,13],[32,14],[32,16],[32,17],[48,2],[48,3],[48,16],[48,17],[68,2],[68,3],[68,16],[68,17]]","[[0,0,0,1,0,0,0,0],[1,1,1,0,1,1,1,1],[1,1,1,1,1,0,1,1],[1,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,1],[1,1,1,1,1,0,1,1],[0,1,1,0,0,0,1,1],[0,1,1,0,0,0,1,1]]",f3adc6966c03e1d4b4af27a99805be9c1b847bccff095dea27b633999edc1cd7,"{""p_branch_flow"":1,""p_injection"":2,""q_branch_flow"":1,""q_injection"":3,""voltage_magnitude"":1}","{""p_branch_flow"":0.125,""p_injection"":0.25,""q_branch_flow"":0.125,""q_injection"":0.375,""voltage_magnitude"":0.125}","{""angle"":3,""voltage"":5}","{""angle"":0.375,""voltage"":0.625}","[1,7,7,8,7,7,4,4]","[5,7,7,4,5,3,7,7]","{""1"":1,""4"":2,""7"":4,""8"":1}","{""3"":1,""4"":1,""5"":2,""7"":4}",45,8,163.783229192329,2724.861083436768,4089.7940936414047,1335.8517116760058,"[2724.861083436768,2635.7091967270862,1292.1127765267101,611.005487253467,542.265937155944,125.12098523302782,41.44037541075104,16.636996943301142]",False,measurement_balanced,0,matrix_structure_and_metadata_only
ieee14_measurement_balanced_v01,ieee14,"[1,15,18,29,31,32,42,62]","[0,2,3,13,14,15,16,17]","[1,15,18,29,31,32,42,62]","[0,2,3,13,14,15,16,17]","[[1,14],[15,0],[15,2],[15,3],[15,13],[15,14],[15,15],[15,16],[15,17],[18,0],[18,2],[18,3],[18,13],[18,14],[18,16],[18,17],[29,0],[29,2],[29,3],[29,13],[29,14],[29,15],[29,16],[29,17],[31,0],[31,2],[31,3],[31,14],[31,15],[31,16],[31,17],[32,0],[32,2],[32,3],[32,13],[32,14],[32,16],[32,17],[42,0],[42,13],[42,14],[62,0],[62,13],[62,14]]","[[0,0,0,0,1,0,0,0],[1,1,1,1,1,1,1,1],[1,1,1,1,1,0,1,1],[1,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,1],[1,1,1,1,1,0,1,1],[1,0,0,1,1,0,0,0],[1,0,0,1,1,0,0,0]]",5afbed78a046659943fd78eab84075b249aeeb0ddcac315630d31c2565efe2d8,"{""p_branch_flow"":1,""p_injection"":2,""q_branch_flow"":1,""q_injection"":3,""voltage_magnitude"":1}","{""p_branch_flow"":0.125,""p_injection"":0.25,""q_branch_flow"":0.125,""q_injection"":0.375,""voltage_magnitude"":0.125}","{""angle"":3,""voltage"":5}","{""angle"":0.375,""voltage"":0.625}","[1,8,7,8,7,7,3,3]","[7,5,5,6,8,3,5,5]","{""1"":1,""3"":2,""7"":3,""8"":2}","{""3"":1,""5"":4,""6"":1,""7"":1,""8"":1}",44,8,52.17339395903576,2106.8819702789015,3525.189173491232,1315.3495322180029,"[2106.8819702789015,1744.3943987536575,1594.5619256427756,1384.466097851013,626.9519144901068,263.09425251358266,147.6588079307623,40.38230619869453]",False,measurement_balanced,1,matrix_structure_and_metadata_only
ieee14_measurement_balanced_v02,ieee14,"[15,17,22,29,36,57,62,77]","[0,2,7,8,14,16,21,22]","[15,17,22,29,36,57,62,77]","[0,2,7,8,14,16,21,22]","[[15,0],[15,2],[15,14],[15,16],[17,0],[17,2],[17,7],[17,14],[17,16],[17,21],[22,2],[22,7],[22,8],[22,16],[22,21],[22,22],[29,0],[29,2],[29,14],[29,16],[36,2],[36,7],[36,8],[36,16],[36,21],[36,22],[57,7],[57,8],[57,21],[57,22],[62,0],[62,14],[77,7],[77,8],[77,21],[77,22]]","[[1,1,0,0,1,1,0,0],[1,1,1,0,1,1,1,0],[0,1,1,1,0,1,1,1],[1,1,0,0,1,1,0,0],[0,1,1,1,0,1,1,1],[0,0,1,1,0,0,1,1],[1,0,0,0,1,0,0,0],[0,0,1,1,0,0,1,1]]",8b87288e4d91ae054133ca228cb4116ad862560dca5bde7854bc116fdf68bbbb,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":2,""q_injection"":2}","{""p_branch_flow"":0.125,""p_injection"":0.375,""q_branch_flow"":0.25,""q_injection"":0.25}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[4,6,6,4,6,4,2,4]","[4,5,5,4,4,5,5,4]","{""2"":1,""4"":4,""6"":3}","{""4"":4,""5"":4}",36,8,13.445918637583247,1495.6597284507861,2935.789268094836,1335.8517116760058,"[1495.6597284507861,1395.9676878367086,1304.204917506554,1238.2549748802724,1035.5089394138988,247.07214690273628,230.67788033637046,111.23522079556582]",False,measurement_balanced,2,matrix_structure_and_metadata_only
ieee14_measurement_balanced_v03,ieee14,"[3,22,28,36,42,56,57,76]","[0,5,7,8,16,19,21,22]","[3,22,28,36,42,56,57,76]","[0,5,7,8,16,19,21,22]","[[3,16],[22,5],[22,7],[22,8],[22,16],[22,19],[22,21],[22,22],[28,0],[36,5],[36,7],[36,8],[36,16],[36,19],[36,21],[36,22],[42,0],[56,5],[56,7],[56,19],[56,21],[57,7],[57,8],[57,21],[57,22],[76,5],[76,7],[76,19],[76,21]]","[[0,0,0,0,1,0,0,0],[0,1,1,1,1,1,1,1],[1,0,0,0,0,0,0,0],[0,1,1,1,1,1,1,1],[1,0,0,0,0,0,0,0],[0,1,1,0,0,1,1,0],[0,0,1,1,0,0,1,1],[0,1,1,0,0,1,1,0]]",02f46c8ee5630e0acecb88ad22a1d444f891970889ce9f5a8a78c2ee1edc55e6,"{""p_branch_flow"":3,""p_injection"":1,""q_branch_flow"":1,""q_injection"":2,""voltage_magnitude"":1}","{""p_branch_flow"":0.375,""p_injection"":0.125,""q_branch_flow"":0.125,""q_injection"":0.25,""voltage_magnitude"":0.125}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[1,7,1,7,1,4,4,4]","[2,4,5,3,3,4,5,3]","{""1"":3,""4"":3,""7"":2}","{""2"":1,""3"":3,""4"":2,""5"":2}",29,7,2.512949686165035e+17,1437.4597631800366,2158.6726644976047,899.5929239869998,"[1437.4597631800366,1181.6774835810395,873.2227701074871,559.3654373886769,326.8246772860698,99.40126403652341,71.50347355719711,5.720209087726371e-15]",False,measurement_balanced,3,matrix_structure_and_metadata_only
ieee14_mixed_state_v00,ieee14,"[14,15,17,18,28,29,31,32]","[0,2,3,7,13,14,16,17]","[14,15,17,18,28,29,31,32]","[0,2,3,7,13,14,16,17]","[[14,0],[14,3],[14,13],[14,14],[14,17],[15,0],[15,2],[15,3],[15,13],[15,14],[15,16],[15,17],[17,0],[17,2],[17,3],[17,7],[17,14],[17,16],[17,17],[18,0],[18,2],[18,3],[18,13],[18,14],[18,16],[18,17],[28,0],[28,3],[28,13],[28,14],[28,17],[29,0],[29,2],[29,3],[29,13],[29,14],[29,16],[29,17],[31,0],[31,2],[31,3],[31,7],[31,14],[31,16],[31,17],[32,0],[32,2],[32,3],[32,13],[32,14],[32,16],[32,17]]","[[1,0,1,0,1,1,0,1],[1,1,1,0,1,1,1,1],[1,1,1,1,0,1,1,1],[1,1,1,0,1,1,1,1],[1,0,1,0,1,1,0,1],[1,1,1,0,1,1,1,1],[1,1,1,1,0,1,1,1],[1,1,1,0,1,1,1,1]]",291174e5c4d484a40f4c1807e732ba38fb2eb56df5c60258ecb27f3445eab9c2,"{""p_injection"":4,""q_injection"":4}","{""p_injection"":0.5,""q_injection"":0.5}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[5,7,7,7,5,7,7,7]","[8,6,8,2,6,8,6,8]","{""5"":2,""7"":6}","{""2"":1,""6"":3,""8"":4}",52,8,156.51927562185463,2141.5926206598874,3729.1147099596265,1335.8517116760058,"[2141.5926206598874,2092.727247258876,1531.837871586975,1347.1708508669656,679.9548132742945,537.9661255831226,164.43951848687098,13.682612650431018]",False,mixed_state,0,matrix_structure_and_metadata_only
ieee14_mixed_state_v01,ieee14,"[17,20,22,31,34,36,56,76]","[0,2,5,7,8,14,19,21]","[17,20,22,31,34,36,56,76]","[0,2,5,7,8,14,19,21]","[[17,0],[17,2],[17,5],[17,7],[17,14],[17,19],[17,21],[20,2],[20,5],[20,7],[20,19],[20,21],[22,2],[22,5],[22,7],[22,8],[22,19],[22,21],[31,0],[31,2],[31,5],[31,7],[31,14],[31,19],[31,21],[34,2],[34,5],[34,7],[34,19],[34,21],[36,2],[36,5],[36,7],[36,8],[36,19],[36,21],[56,5],[56,7],[56,19],[56,21],[76,5],[76,7],[76,19],[76,21]]","[[1,1,1,1,0,1,1,1],[0,1,1,1,0,0,1,1],[0,1,1,1,1,0,1,1],[1,1,1,1,0,1,1,1],[0,1,1,1,0,0,1,1],[0,1,1,1,1,0,1,1],[0,0,1,1,0,0,1,1],[0,0,1,1,0,0,1,1]]",2f8fd202dad449b9dc56c9e77a010a2973c11badc2ec8e1a05f2baa668c447bf,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""p_branch_flow"":0.125,""p_injection"":0.375,""q_branch_flow"":0.125,""q_injection"":0.375}","{""angle"":5,""voltage"":3}","{""angle"":0.625,""voltage"":0.375}","[7,5,6,7,5,6,4,4]","[2,6,8,8,2,2,8,8]","{""4"":2,""5"":2,""6"":2,""7"":2}","{""2"":3,""6"":1,""8"":4}",44,8,1709.4536613640253,1474.0888825532882,2517.195613629386,1335.8517116760058,"[1474.0888825532882,1373.4202076834783,1307.4894221756401,536.2609957680726,490.1063952358722,173.05881967101357,98.96380522995001,0.8623157888802131]",False,mixed_state,1,matrix_structure_and_metadata_only
ieee14_mixed_state_v02,ieee14,"[19,20,22,24,34,36,38,77]","[4,5,8,11,18,19,21,22]","[19,20,22,24,34,36,38,77]","[4,5,8,11,18,19,21,22]","[[19,4],[19,11],[19,18],[20,5],[20,19],[20,21],[22,5],[22,8],[22,19],[22,21],[22,22],[24,4],[24,8],[24,18],[24,22],[34,5],[34,19],[34,21],[36,5],[36,8],[36,19],[36,21],[36,22],[38,4],[38,8],[38,18],[38,22],[77,8],[77,21],[77,22]]","[[1,0,0,1,1,0,0,0],[0,1,0,0,0,1,1,0],[0,1,1,0,0,1,1,1],[1,0,1,0,1,0,0,1],[0,1,0,0,0,1,1,0],[0,1,1,0,0,1,1,1],[1,0,1,0,1,0,0,1],[0,0,1,0,0,0,1,1]]",d3de0a2e94be7f4787f1bd51158dd70975be69d437f2e249d330d96ef3161941,"{""p_injection"":4,""q_branch_flow"":1,""q_injection"":3}","{""p_injection"":0.5,""q_branch_flow"":0.125,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[3,3,5,4,3,5,4,3]","[3,4,5,1,3,4,5,5]","{""3"":4,""4"":2,""5"":2}","{""1"":1,""3"":2,""4"":2,""5"":3}",30,8,29.583643431402287,1331.9251879437008,1927.8579028695658,852.6580472005529,"[1331.9251879437008,833.9095289594555,754.4206530401545,668.3241319677809,407.53476356666783,226.5858175573169,109.29725262962857,45.02235132167311]",False,mixed_state,2,matrix_structure_and_metadata_only
ieee14_mixed_state_v03,ieee14,"[19,24,26,33,38,40,54,74]","[4,9,10,11,18,22,23,25]","[19,24,26,33,38,40,54,74]","[4,9,10,11,18,22,23,25]","[[19,4],[19,9],[19,10],[19,11],[19,18],[19,23],[19,25],[24,4],[24,9],[24,18],[24,22],[24,23],[26,4],[26,10],[26,11],[26,18],[26,25],[33,4],[33,9],[33,10],[33,11],[33,18],[33,23],[33,25],[38,4],[38,9],[38,18],[38,22],[38,23],[40,4],[40,10],[40,11],[40,18],[40,25],[54,4],[54,11],[54,18],[54,25],[74,4],[74,11],[74,18],[74,25]]","[[1,1,1,1,1,0,1,1],[1,1,0,0,1,1,1,0],[1,0,1,1,1,0,0,1],[1,1,1,1,1,0,1,1],[1,1,0,0,1,1,1,0],[1,0,1,1,1,0,0,1],[1,0,0,1,1,0,0,1],[1,0,0,1,1,0,0,1]]",be20de58da554cc3acfdb4448b43dac6a646f3bdeb82d6b8ab7e56c96d82b4b5,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""p_branch_flow"":0.125,""p_injection"":0.375,""q_branch_flow"":0.125,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[7,5,5,7,5,5,4,4]","[8,4,4,6,8,2,4,6]","{""4"":2,""5"":4,""7"":2}","{""2"":1,""4"":3,""6"":2,""8"":2}",42,8,51.488283549427415,1035.4143970915443,1586.670446987423,657.5689046379408,"[1035.4143970915443,981.170535035259,442.9743446140641,413.3438930709112,252.17460515722297,226.25010366411618,21.898164385156356,20.109708961215873]",False,mixed_state,3,matrix_structure_and_metadata_only
ieee14_seeded_random_v01,ieee14,"[15,34,36,40,50,60,72,79]","[1,7,8,9,13,19,20,25]","[15,34,36,40,50,60,72,79]","[1,7,8,9,13,19,20,25]","[[15,1],[15,13],[34,7],[34,19],[34,20],[36,7],[36,8],[36,19],[40,25],[50,7],[60,25],[72,9],[79,8],[79,9]]","[[1,0,0,0,1,0,0,0],[0,1,0,0,0,1,1,0],[0,1,1,0,0,1,0,0],[0,0,0,0,0,0,0,1],[0,1,0,0,0,0,0,0],[0,0,0,0,0,0,0,1],[0,0,0,1,0,0,0,0],[0,0,1,1,0,0,0,0]]",ea33f0c2332ee8c0f4934db2a404931215921dbf818841729984535ffa7b14d6,"{""p_branch_flow"":2,""p_injection"":1,""q_branch_flow"":2,""q_injection"":3}","{""p_branch_flow"":0.25,""p_injection"":0.125,""q_branch_flow"":0.25,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[2,3,3,1,1,1,1,2]","[1,3,2,2,1,2,1,2]","{""1"":4,""2"":2,""3"":2}","{""1"":3,""2"":4,""3"":1}",14,7,inf,790.6074966477216,980.2528036166317,692.7225130929875,"[790.6074966477216,393.0418663398833,273.9875427439831,271.35510068590514,162.54932612391934,74.2295049114341,26.802415504387987,0.0]",False,seeded_random,1,matrix_structure_and_metadata_only
ieee14_seeded_random_v02,ieee14,"[0,15,35,40,43,55,57,72]","[4,8,9,10,13,19,22,23]","[0,15,35,40,43,55,57,72]","[4,8,9,10,13,19,22,23]","[[0,13],[15,13],[35,19],[40,4],[40,10],[43,13],[55,19],[57,8],[57,22],[72,4],[72,9],[72,23]]","[[0,0,0,0,1,0,0,0],[0,0,0,0,1,0,0,0],[0,0,0,0,0,1,0,0],[1,0,0,1,0,0,0,0],[0,0,0,0,1,0,0,0],[0,0,0,0,0,1,0,0],[0,1,0,0,0,0,1,0],[1,0,1,0,0,0,0,1]]",85f9eb86f63cb8bdcb0f98c094dd1a6a66c57869d37da078be1ae5807abfd7fb,"{""p_branch_flow"":3,""p_injection"":1,""q_branch_flow"":1,""q_injection"":2,""voltage_magnitude"":1}","{""p_branch_flow"":0.375,""p_injection"":0.125,""q_branch_flow"":0.125,""q_injection"":0.25,""voltage_magnitude"":0.125}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[1,1,1,2,1,1,2,3]","[2,1,1,1,3,2,1,1]","{""1"":5,""2"":2,""3"":1}","{""1"":5,""2"":2,""3"":1}",12,5,3.650311583733787e+18,610.8660172931063,757.5901716615328,575.168889205989,"[610.8660172931063,270.73650609802286,253.92340430202924,206.9696572579352,142.03445744834343,1.6554599915022166e-14,8.564119268973056e-15,1.6734626710092264e-16]",False,seeded_random,2,matrix_structure_and_metadata_only
ieee14_seeded_random_v03,ieee14,"[9,15,24,26,29,32,55,62]","[0,1,9,11,17,19,22,24]","[9,15,24,26,29,32,55,62]","[0,1,9,11,17,19,22,24]","[[9,22],[15,0],[15,1],[15,17],[24,9],[24,22],[26,11],[26,24],[29,0],[29,1],[29,17],[32,0],[32,17],[55,19],[62,0]]","[[0,0,0,0,0,0,1,0],[1,1,0,0,1,0,0,0],[0,0,1,0,0,0,1,0],[0,0,0,1,0,0,0,1],[1,1,0,0,1,0,0,0],[1,0,0,0,1,0,0,0],[0,0,0,0,0,1,0,0],[1,0,0,0,0,0,0,0]]",f7867b90ebdc0f026c095de57ec18249638a355c0684bcd718c01e20c332c8b4,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":2,""voltage_magnitude"":1}","{""p_branch_flow"":0.125,""p_injection"":0.375,""q_branch_flow"":0.125,""q_injection"":0.25,""voltage_magnitude"":0.125}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[1,3,2,2,3,2,1,1]","[4,2,1,1,3,1,2,1]","{""1"":3,""2"":3,""3"":2}","{""1"":4,""2"":2,""3"":1,""4"":1}",15,7,3.594759997671412e+17,1261.6868181467926,1785.4535457851061,1228.4916635111829,"[1261.6868181467926,1151.45125830657,394.96480391551364,320.5293745583238,97.67584517403701,43.288302026887415,0.1127201949158883,3.5097943088386404e-15]",False,seeded_random,3,matrix_structure_and_metadata_only
