instance_id,ieee_case,residual_seed,split,residual_fingerprint,residual_norm,residual_file,generation_source,generation_status,failure_reason,structural_group_id,structural_group_selection_order,realization_order,matrix_selection_seed,candidate_id,candidate_policy
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14502011,held_out,9b08dbac55415a4afee621a54bc98e9be7061276269f13dad95009ed77fe9e68,10.662492888400708,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/held_out_seed_14502011.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14502012,held_out,0279aa33a3b5358cf0c9f978b937ce259caf47929cd592cc392449668b2ec370,8.841263730681735,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/held_out_seed_14502012.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14502013,held_out,7fc6e8ab03b7e98329ecb6eebd59d7adf3d365899c61e66f0016c09fbd1c654a,3.1518161539111067,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/held_out_seed_14502013.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14502014,held_out,a0083c49084af4294d2bf1d89e4a9c8da6a6b65e926dfa86bfe99e15b5e21fdf,5.7684796903919136,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/held_out_seed_14502014.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14502015,held_out,298b55490f6db808f024d3884fbe394ae4db3e7117830cc2444b0f38db31bda3,7.717935088465121,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/held_out_seed_14502015.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14502016,held_out,0908dbe5170c3361b279771854611bfe1531717d91b912124dc81bd371bd625b,11.584118579255676,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/held_out_seed_14502016.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14502017,held_out,41e68a5d5cac448e7b3398a8f67b5eef1196194b4e9940f7cf1936d028da3a48,10.113211331076789,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/held_out_seed_14502017.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14502018,held_out,edeada47f0285edbbc3d86f0338ae1e81a47ac43d57b7a31a69f7d6dda354000,6.917796616691209,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/held_out_seed_14502018.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14502019,held_out,8e6eb0c0e20e2967ed63cec4104111b8dbec339c3e5f2019c2b1735a9ff6bf3a,9.821212378736364,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/held_out_seed_14502019.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501000,training,fb923ec17ea6e0456ddac254ebf97a7c0c5936dcd7bde52c3dd657a436b3968b,4.985137014897579,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501000.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501001,training,edd6f37f79030cbe882f6af1aa17ba5b3c4e5989a65a905f39c330605fa262f8,4.799827316648545,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501001.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501002,training,69e025ecf0248a76aa2e3d05535733655b0bf9b49187d98de434800c1a7865aa,5.544318543851938,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501002.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501003,training,e55fd36ba1279c04541c2588552f9169d6be2890ed0a1b6954558830f4611437,3.233405482777155,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501003.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501004,training,e72a0167fad97bef6ef2d651010ad9b7e4d8580d57751dbf5d5c724c27dab81d,2.848101893844747,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501004.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501005,training,4eb92c85e6f242c863e8d66e8c89e64daf7a63bd5e84b2a00192cd77f33d6f73,7.813041115949904,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501005.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501006,training,243de05a7c547af88d38c9dc44dcb8cc9adce108cc48d543bcd08efa292d0765,2.864515286442352,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501006.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501007,training,688c1d63ba2c37a1666e88df01919f58bc74012d86bb4aea959a4c8a2c6604b9,4.9996298042201355,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501007.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501008,training,8d2ed5c86e0835d8ed5d89765f0eba8db6f9ee19a26ea9145116eace794a92c5,6.031379488269486,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501008.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501009,training,93fa8cf4b678cc433c46cfe7f57938bffca215fe1093842ff219938cc1abc5c1,4.898082206590122,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501009.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501010,training,53d14c4e73306ca250d4e780fe2ad7362a8854096ea4a9b01b7fc548989383a3,8.206663935247546,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501010.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501011,training,f98192fb84caf379c0687d1a2c573ec5ceab131622e204f1964609603c740a09,4.2569599781096015,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501011.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501012,training,7ec9a68a97d383327b0ce20c835ae6263f066cd3fbf03c57c1f00c215f327fb7,8.651074015941028,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501012.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501013,training,e9fed6a2cab792ee31ee38fe2cb7dd31a0d60d9b78c9855e854a80c557d13266,10.52481491520768,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501013.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501014,training,fd508b62cb7b83baaf33a4f7ed6a018b97c4be352a77c8131ba03ef32d2b7e62,7.287277139623749,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501014.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501015,training,f8cf51443457538f035e5a296dc392c45f57886e29ea81cc0bb855792bbee292,9.769555690507934,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501015.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501016,training,b30b79ad9c6890cb3add6f0c4b3e476857692d7f069ae332b7d06527d409af4d,10.665693173126346,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501016.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501017,training,5f26268113308fb148858a3f683b8467fe86ffdb967d392d2360d5339de6f9af,10.727743835182366,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501017.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501018,training,0b2157e2f2e4c105c6efc29a41b3f3d9dd7a299976ff95591e5de2e8ee24cb32,5.063995592421225,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501018.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_01_seed_14201_8x8,ieee14,14501019,training,de1ae997eb05ad6ee5b8c3341b68eb80e21934d0737d67be229554974b424a08,6.466901228258516,residual_banks/ieee14_structural_group_01_realization_01_seed_14201_8x8/training_seed_14501019.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,1,14201,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512000,held_out,cea578761078e8d6a8bc690708ae59f1b4574371851f7019d46400a25047ac0e,10.964115377938112,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512000.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512001,held_out,e8613300fddb4e41271d0116c760296ca7596123ce7b83e4a1609ed51e186723,7.270934690454284,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512001.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512002,held_out,bdab92d0fffd0a1d7d30ec56ff2f8b12a76c0bdf800f15e28b203eae30bca1a5,6.225485745825036,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512002.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512003,held_out,b170ed6abe8650afe0e7ddb40db3899a14f9ce716c050d1b4225f8fea0464206,10.559124202550992,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512003.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512004,held_out,3d02bf164fe8b65bfd4153612e1f0b9f68e3e6278042c09139573c982423fe7f,9.586583778545862,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512004.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512005,held_out,6399b9de913f3df539da929467d9ccb710d20d2e4d327ebbee824e695021d094,10.592697502777355,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512005.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512006,held_out,2d6aa5aa66ea6468a87ede44efa7e4a6db9ac20f4ff55badf0237b500ed6b7a1,4.1275273118019005,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512006.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512007,held_out,5fcdc46e23a926323dbdf4033c824f84f2b77624e9b841f7cc3f43181685c9a7,3.321180653873679,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512007.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512008,held_out,cd197b7d19a8fb22979ccf957a0b2cd9bd6e6bb38aeb7cbf9e32e777683cf3bd,11.267781247413373,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512008.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512009,held_out,52987a0ae9530d6c33532c50e1c3b65ea729617fc2b515158bbf09698a07d4eb,5.844796000702294,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512009.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512010,held_out,90565d3a28f2fbad2fcb63b02e17d6bd6574cad5b95fbad46d087f867835e797,6.282179690608121,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512010.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512011,held_out,3e4645dc0c113833aec9779ddb5186b809e25a80d7da1e295088df38c5f2b488,8.890567629050826,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512011.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512012,held_out,7402ecf4d1119536646c108fc1918f06f023025b1fcd2093d8135dbfc6ebcd37,6.774804499084117,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512012.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512013,held_out,156b688b2114cafa95f0eae7e4e7aab97e48efa9c9bf26e5b1f546643d883c7e,8.701493376995826,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512013.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512014,held_out,348172f146e68a5f8d99a2e7aca9b4b2be760fd7b560fc00232d88f267dc06d4,7.762116185051802,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512014.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512015,held_out,24ae5ea2aad00bf3da08ffe529602d43fa30a0e9625364d6335d3bf19efe699e,4.4346480628551195,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512015.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512016,held_out,31e71d965e35b7c7481a018569492cea9834b1d43b3aa55c60b6cf46df60ccfa,5.787687648619679,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512016.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512017,held_out,8a8792a9e9d43a304671d54412a540da4c6ddfb73de775a606f245281ee4343d,7.586954754898519,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512017.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512018,held_out,5cd5e92e595ddc4b05de5666e02e472eb06fd52584f3e7b8abc49b27472f8cd6,5.124055222504435,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512018.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14512019,held_out,364046ce9e96073d3d7b81ad2c4f1395750ef14142b440fb7cb2d6620a467ad3,6.933145679793672,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/held_out_seed_14512019.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14511000,training,e5d66d926188ffb1ece2d300bc96ff030d5010f8643a29c178b6b7fd1b5e4e4a,3.95803471437012,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/training_seed_14511000.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14511001,training,66054363f8c114dfcec44cb78c9ac8ec9efe40e6e9157c8f39d4f09c7cddde52,7.354086855025793,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/training_seed_14511001.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14511002,training,231857eaa88c35c384e26003f9ebb669f8b2f551551508db0bb5f81a97484d40,5.62089694248252,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/training_seed_14511002.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14511003,training,ba03ff17ae79be56bd0f68d990cd7d9f66a206a1de3f626f21c45056fa772c16,6.9330580672866935,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/training_seed_14511003.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14511004,training,f6b88d47275ed8c48398a6bb71b0ca9760c319e402005c07068cae1590abacda,8.019741095409037,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/training_seed_14511004.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
ieee14_structural_group_01_realization_02_seed_14202_8x8,ieee14,14511005,training,f13f39a3f7c3405505b5d30423429a8bdf943dee2a014513238c9ed0de1833ba,6.607912575210892,residual_banks/ieee14_structural_group_01_realization_02_seed_14202_8x8/training_seed_14511005.npy,ieee14_pypower_ac_weighted_jacobian,completed,,ieee14_structural_group_01,1,2,14202,ieee14_lexicographic_metadata_v01,lexicographic_metadata
