instance_id,structural_group_id,structural_group_selection_order,candidate_id,candidate_policy,ieee_case,realization_order,matrix_selection_seed,matrix_shape,candidate_nonzeros,matrix_fingerprint,selected_rows,selected_columns,state_metadata,measurement_metadata,condition_number,spectral_norm,regularization_alpha,regularization_policy,reference_mu,reference_beta,lambda_ref,development_or_evaluation,inclusion_status,primary_structural_feasibility,secondary_structural_feasibility,selector_outcomes_used_for_inclusion
ieee30_structural_group_02_realization_01_seed_30201_8x8,ieee30_structural_group_02,2,ieee30_voltage_dominant_v01,voltage_dominant,ieee30,1,30201,"[8,8]",30,b671b8863e0142383abe0068684534071bf2fe93ef85a8e0ef1bda9fe54cc005,"[31,33,35,60,61,62,63,65]","[29,30,31,32,36,38,40,56]","[{""bus_id"":1,""full_state_index"":29,""label"":""V_1"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":2,""full_state_index"":30,""label"":""V_2"",""local_index"":1,""state_type"":""voltage""},{""bus_id"":3,""full_state_index"":31,""label"":""V_3"",""local_index"":2,""state_type"":""voltage""},{""bus_id"":4,""full_state_index"":32,""label"":""V_4"",""local_index"":3,""state_type"":""voltage""},{""bus_id"":8,""full_state_index"":36,""label"":""V_8"",""local_index"":4,""state_type"":""voltage""},{""bus_id"":10,""full_state_index"":38,""label"":""V_10"",""local_index"":5,""state_type"":""voltage""},{""bus_id"":12,""full_state_index"":40,""label"":""V_12"",""local_index"":6,""state_type"":""voltage""},{""bus_id"":28,""full_state_index"":56,""label"":""V_28"",""local_index"":7,""state_type"":""voltage""}]","[{""full_measurement_index"":31,""local_index"":0,""measurement_label"":""P_inj_2"",""measurement_type"":""p_injection""},{""full_measurement_index"":33,""local_index"":1,""measurement_label"":""P_inj_4"",""measurement_type"":""p_injection""},{""full_measurement_index"":35,""local_index"":2,""measurement_label"":""P_inj_6"",""measurement_type"":""p_injection""},{""full_measurement_index"":60,""local_index"":3,""measurement_label"":""Q_inj_1"",""measurement_type"":""q_injection""},{""full_measurement_index"":61,""local_index"":4,""measurement_label"":""Q_inj_2"",""measurement_type"":""q_injection""},{""full_measurement_index"":62,""local_index"":5,""measurement_label"":""Q_inj_3"",""measurement_type"":""q_injection""},{""full_measurement_index"":63,""local_index"":6,""measurement_label"":""Q_inj_4"",""measurement_type"":""q_injection""},{""full_measurement_index"":65,""local_index"":7,""measurement_label"":""Q_inj_6"",""measurement_type"":""q_injection""}]",5.3579028698410944e+17,2532.2475114892013,2250000.1442597494,frozen_lambda_ref_times_full_candidate_reference_beta_squared,1896.9953261008043,5690.985978302413,0.06947163416534002,structural_evaluation,included,completed,completed,False
ieee30_structural_group_02_realization_02_seed_30202_8x8,ieee30_structural_group_02,2,ieee30_voltage_dominant_v01,voltage_dominant,ieee30,2,30202,"[8,8]",30,3e91a757c2abd874088039c8f10f3c7f8cc99de4144aa914e61a88b14d9d94f9,"[31,33,35,60,61,62,63,65]","[29,30,31,32,36,38,40,56]","[{""bus_id"":1,""full_state_index"":29,""label"":""V_1"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":2,""full_state_index"":30,""label"":""V_2"",""local_index"":1,""state_type"":""voltage""},{""bus_id"":3,""full_state_index"":31,""label"":""V_3"",""local_index"":2,""state_type"":""voltage""},{""bus_id"":4,""full_state_index"":32,""label"":""V_4"",""local_index"":3,""state_type"":""voltage""},{""bus_id"":8,""full_state_index"":36,""label"":""V_8"",""local_index"":4,""state_type"":""voltage""},{""bus_id"":10,""full_state_index"":38,""label"":""V_10"",""local_index"":5,""state_type"":""voltage""},{""bus_id"":12,""full_state_index"":40,""label"":""V_12"",""local_index"":6,""state_type"":""voltage""},{""bus_id"":28,""full_state_index"":56,""label"":""V_28"",""local_index"":7,""state_type"":""voltage""}]","[{""full_measurement_index"":31,""local_index"":0,""measurement_label"":""P_inj_2"",""measurement_type"":""p_injection""},{""full_measurement_index"":33,""local_index"":1,""measurement_label"":""P_inj_4"",""measurement_type"":""p_injection""},{""full_measurement_index"":35,""local_index"":2,""measurement_label"":""P_inj_6"",""measurement_type"":""p_injection""},{""full_measurement_index"":60,""local_index"":3,""measurement_label"":""Q_inj_1"",""measurement_type"":""q_injection""},{""full_measurement_index"":61,""local_index"":4,""measurement_label"":""Q_inj_2"",""measurement_type"":""q_injection""},{""full_measurement_index"":62,""local_index"":5,""measurement_label"":""Q_inj_3"",""measurement_type"":""q_injection""},{""full_measurement_index"":63,""local_index"":6,""measurement_label"":""Q_inj_4"",""measurement_type"":""q_injection""},{""full_measurement_index"":65,""local_index"":7,""measurement_label"":""Q_inj_6"",""measurement_type"":""q_injection""}]",4.056392279234842e+17,2527.6369532487147,2215204.4851609827,frozen_lambda_ref_times_full_candidate_reference_beta_squared,1882.2699067722501,5646.809720316751,0.06947163416534002,structural_evaluation,included,completed,completed,False
ieee30_structural_group_03_realization_01_seed_30201_8x8,ieee30_structural_group_03,3,ieee30_voltage_measurement_heavy_v03,voltage_measurement_heavy,ieee30,1,30201,"[8,8]",17,d00a776822c6b21c9aeb0c4db929405d22751dac3e0163c4d891d03c57ad78db,"[9,10,11,12,69,90,115,156]","[0,8,15,38,39,40,41,45]","[{""bus_id"":2,""full_state_index"":0,""label"":""theta_2"",""local_index"":0,""state_type"":""angle""},{""bus_id"":10,""full_state_index"":8,""label"":""theta_10"",""local_index"":1,""state_type"":""angle""},{""bus_id"":17,""full_state_index"":15,""label"":""theta_17"",""local_index"":2,""state_type"":""angle""},{""bus_id"":10,""full_state_index"":38,""label"":""V_10"",""local_index"":3,""state_type"":""voltage""},{""bus_id"":11,""full_state_index"":39,""label"":""V_11"",""local_index"":4,""state_type"":""voltage""},{""bus_id"":12,""full_state_index"":40,""label"":""V_12"",""local_index"":5,""state_type"":""voltage""},{""bus_id"":13,""full_state_index"":41,""label"":""V_13"",""local_index"":6,""state_type"":""voltage""},{""bus_id"":17,""full_state_index"":45,""label"":""V_17"",""local_index"":7,""state_type"":""voltage""}]","[{""full_measurement_index"":9,""local_index"":0,""measurement_label"":""V_10"",""measurement_type"":""voltage_magnitude""},{""full_measurement_index"":10,""local_index"":1,""measurement_label"":""V_11"",""measurement_type"":""voltage_magnitude""},{""full_measurement_index"":11,""local_index"":2,""measurement_label"":""V_12"",""measurement_type"":""voltage_magnitude""},{""full_measurement_index"":12,""local_index"":3,""measurement_label"":""V_13"",""measurement_type"":""voltage_magnitude""},{""full_measurement_index"":69,""local_index"":4,""measurement_label"":""Q_inj_10"",""measurement_type"":""q_injection""},{""full_measurement_index"":90,""local_index"":5,""measurement_label"":""P_1_2"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":115,""local_index"":6,""measurement_label"":""P_10_17"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":156,""local_index"":7,""measurement_label"":""Q_10_17"",""measurement_type"":""q_branch_flow""}]",87.24317904150068,1750.9384679962054,1337716.9549371991,frozen_lambda_ref_times_full_candidate_reference_beta_squared,1462.7062047895095,4388.118614368528,0.06947163416534002,structural_evaluation,included,completed,completed,False
ieee30_structural_group_03_realization_02_seed_30202_8x8,ieee30_structural_group_03,3,ieee30_voltage_measurement_heavy_v03,voltage_measurement_heavy,ieee30,2,30202,"[8,8]",17,fdff4abc28d1cc73c5413568236cd8a8b11aa82731e1e31283ee3e85684235df,"[9,10,11,12,69,90,115,156]","[0,8,15,38,39,40,41,45]","[{""bus_id"":2,""full_state_index"":0,""label"":""theta_2"",""local_index"":0,""state_type"":""angle""},{""bus_id"":10,""full_state_index"":8,""label"":""theta_10"",""local_index"":1,""state_type"":""angle""},{""bus_id"":17,""full_state_index"":15,""label"":""theta_17"",""local_index"":2,""state_type"":""angle""},{""bus_id"":10,""full_state_index"":38,""label"":""V_10"",""local_index"":3,""state_type"":""voltage""},{""bus_id"":11,""full_state_index"":39,""label"":""V_11"",""local_index"":4,""state_type"":""voltage""},{""bus_id"":12,""full_state_index"":40,""label"":""V_12"",""local_index"":5,""state_type"":""voltage""},{""bus_id"":13,""full_state_index"":41,""label"":""V_13"",""local_index"":6,""state_type"":""voltage""},{""bus_id"":17,""full_state_index"":45,""label"":""V_17"",""local_index"":7,""state_type"":""voltage""}]","[{""full_measurement_index"":9,""local_index"":0,""measurement_label"":""V_10"",""measurement_type"":""voltage_magnitude""},{""full_measurement_index"":10,""local_index"":1,""measurement_label"":""V_11"",""measurement_type"":""voltage_magnitude""},{""full_measurement_index"":11,""local_index"":2,""measurement_label"":""V_12"",""measurement_type"":""voltage_magnitude""},{""full_measurement_index"":12,""local_index"":3,""measurement_label"":""V_13"",""measurement_type"":""voltage_magnitude""},{""full_measurement_index"":69,""local_index"":4,""measurement_label"":""Q_inj_10"",""measurement_type"":""q_injection""},{""full_measurement_index"":90,""local_index"":5,""measurement_label"":""P_1_2"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":115,""local_index"":6,""measurement_label"":""P_10_17"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":156,""local_index"":7,""measurement_label"":""Q_10_17"",""measurement_type"":""q_branch_flow""}]",88.78500942172323,1738.4518955233414,1322950.2051031548,frozen_lambda_ref_times_full_candidate_reference_beta_squared,1454.6105625982696,4363.831687794809,0.06947163416534002,structural_evaluation,included,completed,completed,False
ieee30_structural_group_04_realization_01_seed_30201_8x8,ieee30_structural_group_04,4,ieee30_angle_dominant_v03,angle_dominant,ieee30,1,30201,"[8,8]",18,d8e89b859b9c4fb6d7428cf57d544916684bef38a6d269d180a96f8d51e47813,"[36,39,41,44,48,49,69,113]","[3,5,7,10,13,15,17,18]","[{""bus_id"":5,""full_state_index"":3,""label"":""theta_5"",""local_index"":0,""state_type"":""angle""},{""bus_id"":7,""full_state_index"":5,""label"":""theta_7"",""local_index"":1,""state_type"":""angle""},{""bus_id"":9,""full_state_index"":7,""label"":""theta_9"",""local_index"":2,""state_type"":""angle""},{""bus_id"":12,""full_state_index"":10,""label"":""theta_12"",""local_index"":3,""state_type"":""angle""},{""bus_id"":15,""full_state_index"":13,""label"":""theta_15"",""local_index"":4,""state_type"":""angle""},{""bus_id"":17,""full_state_index"":15,""label"":""theta_17"",""local_index"":5,""state_type"":""angle""},{""bus_id"":19,""full_state_index"":17,""label"":""theta_19"",""local_index"":6,""state_type"":""angle""},{""bus_id"":20,""full_state_index"":18,""label"":""theta_20"",""local_index"":7,""state_type"":""angle""}]","[{""full_measurement_index"":36,""local_index"":0,""measurement_label"":""P_inj_7"",""measurement_type"":""p_injection""},{""full_measurement_index"":39,""local_index"":1,""measurement_label"":""P_inj_10"",""measurement_type"":""p_injection""},{""full_measurement_index"":41,""local_index"":2,""measurement_label"":""P_inj_12"",""measurement_type"":""p_injection""},{""full_measurement_index"":44,""local_index"":3,""measurement_label"":""P_inj_15"",""measurement_type"":""p_injection""},{""full_measurement_index"":48,""local_index"":4,""measurement_label"":""P_inj_19"",""measurement_type"":""p_injection""},{""full_measurement_index"":49,""local_index"":5,""measurement_label"":""P_inj_20"",""measurement_type"":""p_injection""},{""full_measurement_index"":69,""local_index"":6,""measurement_label"":""Q_inj_10"",""measurement_type"":""q_injection""},{""full_measurement_index"":113,""local_index"":7,""measurement_label"":""P_19_20"",""measurement_type"":""p_branch_flow""}]",,1299.8802965998254,410007.21345479676,frozen_lambda_ref_times_full_candidate_reference_beta_squared,809.7868809475513,2429.3606428426538,0.06947163416534002,structural_evaluation,included,completed,completed,False
ieee30_structural_group_04_realization_02_seed_30202_8x8,ieee30_structural_group_04,4,ieee30_angle_dominant_v03,angle_dominant,ieee30,2,30202,"[8,8]",18,d3f24aa1c25f6a51fb9401ec88305a8ece6db70333cf43727fd4b44271cec92b,"[36,39,41,44,48,49,69,113]","[3,5,7,10,13,15,17,18]","[{""bus_id"":5,""full_state_index"":3,""label"":""theta_5"",""local_index"":0,""state_type"":""angle""},{""bus_id"":7,""full_state_index"":5,""label"":""theta_7"",""local_index"":1,""state_type"":""angle""},{""bus_id"":9,""full_state_index"":7,""label"":""theta_9"",""local_index"":2,""state_type"":""angle""},{""bus_id"":12,""full_state_index"":10,""label"":""theta_12"",""local_index"":3,""state_type"":""angle""},{""bus_id"":15,""full_state_index"":13,""label"":""theta_15"",""local_index"":4,""state_type"":""angle""},{""bus_id"":17,""full_state_index"":15,""label"":""theta_17"",""local_index"":5,""state_type"":""angle""},{""bus_id"":19,""full_state_index"":17,""label"":""theta_19"",""local_index"":6,""state_type"":""angle""},{""bus_id"":20,""full_state_index"":18,""label"":""theta_20"",""local_index"":7,""state_type"":""angle""}]","[{""full_measurement_index"":36,""local_index"":0,""measurement_label"":""P_inj_7"",""measurement_type"":""p_injection""},{""full_measurement_index"":39,""local_index"":1,""measurement_label"":""P_inj_10"",""measurement_type"":""p_injection""},{""full_measurement_index"":41,""local_index"":2,""measurement_label"":""P_inj_12"",""measurement_type"":""p_injection""},{""full_measurement_index"":44,""local_index"":3,""measurement_label"":""P_inj_15"",""measurement_type"":""p_injection""},{""full_measurement_index"":48,""local_index"":4,""measurement_label"":""P_inj_19"",""measurement_type"":""p_injection""},{""full_measurement_index"":49,""local_index"":5,""measurement_label"":""P_inj_20"",""measurement_type"":""p_injection""},{""full_measurement_index"":69,""local_index"":6,""measurement_label"":""Q_inj_10"",""measurement_type"":""q_injection""},{""full_measurement_index"":113,""local_index"":7,""measurement_label"":""P_19_20"",""measurement_type"":""p_branch_flow""}]",,1298.92677394904,418208.05269917543,frozen_lambda_ref_times_full_candidate_reference_beta_squared,817.8453398602413,2453.536019580724,0.06947163416534002,structural_evaluation,included,completed,completed,False
ieee57_structural_group_01_realization_01_seed_57201_8x8,ieee57_structural_group_01,1,ieee57_lexicographic_metadata_v03,lexicographic_metadata,ieee57,1,57201,"[8,8]",14,c022f523930dcbed9a21237f81436847f38350b7ec68a12e907f967f61a2ca73,"[172,213,214,215,216,217,218,219]","[1,28,29,30,31,32,33,34]","[{""bus_id"":3,""full_state_index"":1,""label"":""theta_3"",""local_index"":0,""state_type"":""angle""},{""bus_id"":30,""full_state_index"":28,""label"":""theta_30"",""local_index"":1,""state_type"":""angle""},{""bus_id"":31,""full_state_index"":29,""label"":""theta_31"",""local_index"":2,""state_type"":""angle""},{""bus_id"":32,""full_state_index"":30,""label"":""theta_32"",""local_index"":3,""state_type"":""angle""},{""bus_id"":33,""full_state_index"":31,""label"":""theta_33"",""local_index"":4,""state_type"":""angle""},{""bus_id"":34,""full_state_index"":32,""label"":""theta_34"",""local_index"":5,""state_type"":""angle""},{""bus_id"":35,""full_state_index"":33,""label"":""theta_35"",""local_index"":6,""state_type"":""angle""},{""bus_id"":36,""full_state_index"":34,""label"":""theta_36"",""local_index"":7,""state_type"":""angle""}]","[{""full_measurement_index"":172,""local_index"":0,""measurement_label"":""P_2_3"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":213,""local_index"":1,""measurement_label"":""P_30_31"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":214,""local_index"":2,""measurement_label"":""P_31_32"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":215,""local_index"":3,""measurement_label"":""P_32_33"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":216,""local_index"":4,""measurement_label"":""P_34_32"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":217,""local_index"":5,""measurement_label"":""P_34_35"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":218,""local_index"":6,""measurement_label"":""P_35_36"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":219,""local_index"":7,""measurement_label"":""P_36_37"",""measurement_type"":""p_branch_flow""}]",52.83178864493187,1029.1421000982446,398205.33505576634,frozen_lambda_ref_times_full_candidate_reference_beta_squared,798.0471023211968,2394.1413069635905,0.06947163416534002,structural_evaluation,included,completed,completed,False
ieee57_structural_group_01_realization_02_seed_57202_8x8,ieee57_structural_group_01,1,ieee57_lexicographic_metadata_v03,lexicographic_metadata,ieee57,2,57202,"[8,8]",14,5a82b613926e5d1ddf28836401c3752d576d03322f26bbe61f6987dd614e85d7,"[172,213,214,215,216,217,218,219]","[1,28,29,30,31,32,33,34]","[{""bus_id"":3,""full_state_index"":1,""label"":""theta_3"",""local_index"":0,""state_type"":""angle""},{""bus_id"":30,""full_state_index"":28,""label"":""theta_30"",""local_index"":1,""state_type"":""angle""},{""bus_id"":31,""full_state_index"":29,""label"":""theta_31"",""local_index"":2,""state_type"":""angle""},{""bus_id"":32,""full_state_index"":30,""label"":""theta_32"",""local_index"":3,""state_type"":""angle""},{""bus_id"":33,""full_state_index"":31,""label"":""theta_33"",""local_index"":4,""state_type"":""angle""},{""bus_id"":34,""full_state_index"":32,""label"":""theta_34"",""local_index"":5,""state_type"":""angle""},{""bus_id"":35,""full_state_index"":33,""label"":""theta_35"",""local_index"":6,""state_type"":""angle""},{""bus_id"":36,""full_state_index"":34,""label"":""theta_36"",""local_index"":7,""state_type"":""angle""}]","[{""full_measurement_index"":172,""local_index"":0,""measurement_label"":""P_2_3"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":213,""local_index"":1,""measurement_label"":""P_30_31"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":214,""local_index"":2,""measurement_label"":""P_31_32"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":215,""local_index"":3,""measurement_label"":""P_32_33"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":216,""local_index"":4,""measurement_label"":""P_34_32"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":217,""local_index"":5,""measurement_label"":""P_34_35"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":218,""local_index"":6,""measurement_label"":""P_35_36"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":219,""local_index"":7,""measurement_label"":""P_36_37"",""measurement_type"":""p_branch_flow""}]",52.629483735292474,1022.6147165278029,387192.3932188844,frozen_lambda_ref_times_full_candidate_reference_beta_squared,786.9341566830042,2360.8024700490123,0.06947163416534002,structural_evaluation,included,completed,completed,False
ieee57_structural_group_02_realization_01_seed_57201_8x8,ieee57_structural_group_02,2,ieee57_voltage_dominant_v00,voltage_dominant,ieee57,1,57201,"[8,8]",24,ac8544c7da5a6b6f8574c954239df6d3526047c2f9f37f3644a2accb7a8f4e7b,"[71,78,94,104,128,135,151,161]","[56,68,70,77,78,93,102,103]","[{""bus_id"":1,""full_state_index"":56,""label"":""V_1"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":13,""full_state_index"":68,""label"":""V_13"",""local_index"":1,""state_type"":""voltage""},{""bus_id"":15,""full_state_index"":70,""label"":""V_15"",""local_index"":2,""state_type"":""voltage""},{""bus_id"":22,""full_state_index"":77,""label"":""V_22"",""local_index"":3,""state_type"":""voltage""},{""bus_id"":23,""full_state_index"":78,""label"":""V_23"",""local_index"":4,""state_type"":""voltage""},{""bus_id"":38,""full_state_index"":93,""label"":""V_38"",""local_index"":5,""state_type"":""voltage""},{""bus_id"":47,""full_state_index"":102,""label"":""V_47"",""local_index"":6,""state_type"":""voltage""},{""bus_id"":48,""full_state_index"":103,""label"":""V_48"",""local_index"":7,""state_type"":""voltage""}]","[{""full_measurement_index"":71,""local_index"":0,""measurement_label"":""P_inj_15"",""measurement_type"":""p_injection""},{""full_measurement_index"":78,""local_index"":1,""measurement_label"":""P_inj_22"",""measurement_type"":""p_injection""},{""full_measurement_index"":94,""local_index"":2,""measurement_label"":""P_inj_38"",""measurement_type"":""p_injection""},{""full_measurement_index"":104,""local_index"":3,""measurement_label"":""P_inj_48"",""measurement_type"":""p_injection""},{""full_measurement_index"":128,""local_index"":4,""measurement_label"":""Q_inj_15"",""measurement_type"":""q_injection""},{""full_measurement_index"":135,""local_index"":5,""measurement_label"":""Q_inj_22"",""measurement_type"":""q_injection""},{""full_measurement_index"":151,""local_index"":6,""measurement_label"":""Q_inj_38"",""measurement_type"":""q_injection""},{""full_measurement_index"":161,""local_index"":7,""measurement_label"":""Q_inj_48"",""measurement_type"":""q_injection""}]",,4141.372691983371,4114141.874822368,frozen_lambda_ref_times_full_candidate_reference_beta_squared,2565.160950005095,7695.482850015285,0.06947163416534002,structural_evaluation,included,completed,completed,False
ieee57_structural_group_02_realization_02_seed_57202_8x8,ieee57_structural_group_02,2,ieee57_voltage_dominant_v00,voltage_dominant,ieee57,2,57202,"[8,8]",24,01ea0340762b376038d65fc2897f8b2a93d5804ec6dd4ffacb0f2a26e3626612,"[71,78,94,104,128,135,151,161]","[56,68,70,77,78,93,102,103]","[{""bus_id"":1,""full_state_index"":56,""label"":""V_1"",""local_index"":0,""state_type"":""voltage""},{""bus_id"":13,""full_state_index"":68,""label"":""V_13"",""local_index"":1,""state_type"":""voltage""},{""bus_id"":15,""full_state_index"":70,""label"":""V_15"",""local_index"":2,""state_type"":""voltage""},{""bus_id"":22,""full_state_index"":77,""label"":""V_22"",""local_index"":3,""state_type"":""voltage""},{""bus_id"":23,""full_state_index"":78,""label"":""V_23"",""local_index"":4,""state_type"":""voltage""},{""bus_id"":38,""full_state_index"":93,""label"":""V_38"",""local_index"":5,""state_type"":""voltage""},{""bus_id"":47,""full_state_index"":102,""label"":""V_47"",""local_index"":6,""state_type"":""voltage""},{""bus_id"":48,""full_state_index"":103,""label"":""V_48"",""local_index"":7,""state_type"":""voltage""}]","[{""full_measurement_index"":71,""local_index"":0,""measurement_label"":""P_inj_15"",""measurement_type"":""p_injection""},{""full_measurement_index"":78,""local_index"":1,""measurement_label"":""P_inj_22"",""measurement_type"":""p_injection""},{""full_measurement_index"":94,""local_index"":2,""measurement_label"":""P_inj_38"",""measurement_type"":""p_injection""},{""full_measurement_index"":104,""local_index"":3,""measurement_label"":""P_inj_48"",""measurement_type"":""p_injection""},{""full_measurement_index"":128,""local_index"":4,""measurement_label"":""Q_inj_15"",""measurement_type"":""q_injection""},{""full_measurement_index"":135,""local_index"":5,""measurement_label"":""Q_inj_22"",""measurement_type"":""q_injection""},{""full_measurement_index"":151,""local_index"":6,""measurement_label"":""Q_inj_38"",""measurement_type"":""q_injection""},{""full_measurement_index"":161,""local_index"":7,""measurement_label"":""Q_inj_48"",""measurement_type"":""q_injection""}]",,4113.51914770751,4099220.5831535915,frozen_lambda_ref_times_full_candidate_reference_beta_squared,2560.505023733251,7681.515071199754,0.06947163416534002,structural_evaluation,included,completed,completed,False
ieee57_structural_group_03_realization_01_seed_57201_8x8,ieee57_structural_group_03,3,ieee57_branch_flow_heavy_v00,branch_flow_heavy,ieee57,1,57201,"[8,8]",20,24f1fce079f96dd5ceff40a3b684a1885c36fc0e1c7f5d4e0ffcb6f414365c95,"[171,203,223,231,251,283,303,311]","[0,20,21,46,56,57,77,78]","[{""bus_id"":2,""full_state_index"":0,""label"":""theta_2"",""local_index"":0,""state_type"":""angle""},{""bus_id"":22,""full_state_index"":20,""label"":""theta_22"",""local_index"":1,""state_type"":""angle""},{""bus_id"":23,""full_state_index"":21,""label"":""theta_23"",""local_index"":2,""state_type"":""angle""},{""bus_id"":48,""full_state_index"":46,""label"":""theta_48"",""local_index"":3,""state_type"":""angle""},{""bus_id"":1,""full_state_index"":56,""label"":""V_1"",""local_index"":4,""state_type"":""voltage""},{""bus_id"":2,""full_state_index"":57,""label"":""V_2"",""local_index"":5,""state_type"":""voltage""},{""bus_id"":22,""full_state_index"":77,""label"":""V_22"",""local_index"":6,""state_type"":""voltage""},{""bus_id"":23,""full_state_index"":78,""label"":""V_23"",""local_index"":7,""state_type"":""voltage""}]","[{""full_measurement_index"":171,""local_index"":0,""measurement_label"":""P_1_2"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":203,""local_index"":1,""measurement_label"":""P_22_23"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":223,""local_index"":2,""measurement_label"":""P_22_38"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":231,""local_index"":3,""measurement_label"":""P_47_48"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":251,""local_index"":4,""measurement_label"":""Q_1_2"",""measurement_type"":""q_branch_flow""},{""full_measurement_index"":283,""local_index"":5,""measurement_label"":""Q_22_23"",""measurement_type"":""q_branch_flow""},{""full_measurement_index"":303,""local_index"":6,""measurement_label"":""Q_22_38"",""measurement_type"":""q_branch_flow""},{""full_measurement_index"":311,""local_index"":7,""measurement_label"":""Q_47_48"",""measurement_type"":""q_branch_flow""}]",6.276850603966535e+32,4116.184506398516,3472671.8034755834,frozen_lambda_ref_times_full_candidate_reference_beta_squared,2356.713872678887,7070.141618036661,0.06947163416534002,structural_evaluation,included,completed,completed,False
ieee57_structural_group_03_realization_02_seed_57202_8x8,ieee57_structural_group_03,3,ieee57_branch_flow_heavy_v00,branch_flow_heavy,ieee57,2,57202,"[8,8]",20,ca97e77c290d39179e5ed2743cd4e5f4de49bcc20cae917cbce020aef56ab158,"[171,203,223,231,251,283,303,311]","[0,20,21,46,56,57,77,78]","[{""bus_id"":2,""full_state_index"":0,""label"":""theta_2"",""local_index"":0,""state_type"":""angle""},{""bus_id"":22,""full_state_index"":20,""label"":""theta_22"",""local_index"":1,""state_type"":""angle""},{""bus_id"":23,""full_state_index"":21,""label"":""theta_23"",""local_index"":2,""state_type"":""angle""},{""bus_id"":48,""full_state_index"":46,""label"":""theta_48"",""local_index"":3,""state_type"":""angle""},{""bus_id"":1,""full_state_index"":56,""label"":""V_1"",""local_index"":4,""state_type"":""voltage""},{""bus_id"":2,""full_state_index"":57,""label"":""V_2"",""local_index"":5,""state_type"":""voltage""},{""bus_id"":22,""full_state_index"":77,""label"":""V_22"",""local_index"":6,""state_type"":""voltage""},{""bus_id"":23,""full_state_index"":78,""label"":""V_23"",""local_index"":7,""state_type"":""voltage""}]","[{""full_measurement_index"":171,""local_index"":0,""measurement_label"":""P_1_2"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":203,""local_index"":1,""measurement_label"":""P_22_23"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":223,""local_index"":2,""measurement_label"":""P_22_38"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":231,""local_index"":3,""measurement_label"":""P_47_48"",""measurement_type"":""p_branch_flow""},{""full_measurement_index"":251,""local_index"":4,""measurement_label"":""Q_1_2"",""measurement_type"":""q_branch_flow""},{""full_measurement_index"":283,""local_index"":5,""measurement_label"":""Q_22_23"",""measurement_type"":""q_branch_flow""},{""full_measurement_index"":303,""local_index"":6,""measurement_label"":""Q_22_38"",""measurement_type"":""q_branch_flow""},{""full_measurement_index"":311,""local_index"":7,""measurement_label"":""Q_47_48"",""measurement_type"":""q_branch_flow""}]",6.444285082055685e+33,4111.693534215996,3433673.2607222567,frozen_lambda_ref_times_full_candidate_reference_beta_squared,2343.443413098097,7030.3302392942915,0.06947163416534002,structural_evaluation,included,completed,completed,False
