case,matrix_shape,matrix_source,output_name,output_interpretation,seed,shots,total_shots,accepted_shots,acceptance_frequency,estimated_postselection_probability,postselection_standard_error,conditional_signed_mean,signed_overlap_estimate,signed_overlap_standard_error,selected_output_estimate,selected_output_standard_error,ci95_low,ci95_high,interference_accepted_shots,estimated_qsvt_postselection_accepted_shots,exact_expected_qsvt_postselection_accepted_shots,exact_statevector_postselection_probability,exact_signed_overlap,exact_qsvt_statevector_output,matched_ridge_output,absolute_error_vs_qsvt,relative_error_vs_qsvt,absolute_error_vs_ridge,relative_error_vs_ridge,state_preparation_repetitions,total_signal_unitary_calls,total_phase_rotations,sampling_backend
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3010,100000,100000.0,92333.0,0.92333,0.84666,0.0016827562045644048,0.2192173978967433,0.20241,0.0029704548336912983,0.004408547519950873,6.469735334319378e-05,0.004281740707398213,0.004535354332503533,92333.0,84666.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,3.2938757905807275e-05,0.007527811487975083,3.489564441872071e-05,0.007978605845138253,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3011,100000,100000.0,92334.0,0.92334,0.8466800000000001,0.0016826555725994545,0.22106699590616674,0.20412,0.0029693013077153356,0.004445791807580515,6.467222921849377e-05,0.004319034238312267,0.004572549376848763,92334.0,84668.00000000001,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,7.018304553544925e-05,0.01603960713860697,7.213993204836268e-05,0.016494209896297532,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3012,100000,100000.0,92483.0,0.92483,0.8496600000000001,0.0016675667434918457,0.21667765967799488,0.20039,0.0029743467314689454,0.004364551343920535,6.478211998661826e-05,0.004237578388746763,0.004491524299094307,92483.0,84966.00000000001,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,1.105741812453074e-05,0.0025270582279762004,9.100531611617307e-06,0.0020807626831319368,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3013,100000,100000.0,92340.0,0.9234,0.8468,0.0016820516044402443,0.22055447260125624,0.20366,0.0029697181758544028,0.00443577287640529,6.468130872543825e-05,0.00430899751130343,0.004562548241507149,92340.0,84680.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,6.016411436022412e-05,0.013749884332004287,6.212100087313755e-05,0.014203462607681629,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3014,100000,100000.0,92458.0,0.92458,0.8491599999999999,0.0016701116561475768,0.2112094140041965,0.19528,0.002977323834587027,0.004253254086734877,6.484696214149132e-05,0.004126154040937554,0.0043803541325322,92458.0,84915.99999999999,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,0.0001223546753101887,0.027962892014368024,0.00012039778879727528,0.0275279771284097,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3015,100000,100000.0,92264.0,0.92264,0.84528,0.0016896796193361626,0.2205627330269661,0.2035,0.00296854804576244,0.0044322880307791235,6.465582295835687e-05,0.004305562617780744,0.004559013443777503,92264.0,84528.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,5.667926873405803e-05,0.01295345900796838,5.863615524697146e-05,0.01340668094207591,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3016,100000,100000.0,92358.0,0.92358,0.8471599999999999,0.0016802378831582156,0.21921219601983585,0.20246,0.002970841544747885,0.004409636534209049,6.470577602028213e-05,0.0042828132132092965,0.004536459855208802,92358.0,84715.99999999999,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,3.402777216398364e-05,0.00777669440173618,3.598465867689707e-05,0.008227600115639916,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3017,100000,100000.0,92370.0,0.9237,0.8473999999999999,0.0016790272183618707,0.2206993612644798,0.20386,0.002970086026363546,0.004440128933437997,6.468932061442495e-05,0.004313337865033724,0.00456692000184227,92370.0,84740.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,6.45201713929313e-05,0.01474541598704907,6.647705790584473e-05,0.015199439689688682,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3018,100000,100000.0,92452.0,0.92452,0.84904,0.001670721635701172,0.2175615454506122,0.20114,0.002973319189727198,0.0043808865577931845,6.475973983446556e-05,0.004253957467717632,0.004507815647868737,92452.0,84904.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,5.27779574811902e-06,0.0012061854784412424,7.234682261032452e-06,0.0016541513743940106,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3019,100000,100000.0,92413.0,0.92413,0.84826,0.0016746789913293831,0.21889777412268838,0.20229,0.0029718828306311137,0.004405933885731249,6.472845552375562e-05,0.004279066112904688,0.004532801658557809,92413.0,84826.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,3.032512368618314e-05,0.006930492494948252,3.228201019909657e-05,0.007381019595934061,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3020,100000,100000.0,92308.0,0.92308,0.84616,0.0016852692793734773,0.2162759457468475,0.19964,0.0029719082596877046,0.004348216130047884,6.472900937585961e-05,0.0042213472716712,0.004475084988424569,92308.0,84616.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,2.7392631997181366e-05,0.006260301934393841,2.5435745484267934e-05,0.005815676740658082,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3021,100000,100000.0,92270.0,0.9227,0.8453999999999999,0.0016890791574109252,0.21751381814240814,0.2007,0.0029705546788436664,0.004371303232321229,6.469952799908456e-05,0.004244492157443024,0.004498114307199434,92270.0,84540.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,4.305529723836431e-06,0.0009839841626572022,2.3486432109229988e-06,0.0005369982060214232,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3022,100000,100000.0,92409.0,0.92409,0.8481799999999999,0.0016750841399762583,0.2199028233180751,0.20321,0.002971187802714598,0.0044259717480817,6.47133176175373e-05,0.004299133645551327,0.004552809850612073,92409.0,84818.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,5.0362986036634264e-05,0.01150993810815382,5.2319872549547695e-05,0.011962514173166062,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3023,100000,100000.0,92539.0,0.92539,0.8507800000000001,0.0016618465380413435,0.21929132581938426,0.20293,0.00297356589821043,0.00441987326823591,6.476511321558263e-05,0.004292933646333368,0.004546812890138452,92539.0,85078.00000000001,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,4.4264506190844904e-05,0.010116193791091282,4.6221392703758336e-05,0.010568146258356347,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3024,100000,100000.0,92343.0,0.92343,0.84686,0.0016817495069123703,0.21700616180977442,0.20039,0.002971992341679231,0.004364551343920535,6.473084070561217e-05,0.004237678896137535,0.004491423791703535,92343.0,84686.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,1.105741812453074e-05,0.0025270582279762004,9.100531611617307e-06,0.0020807626831319368,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3025,100000,100000.0,92356.0,0.92356,0.8471200000000001,0.0016804395425007107,0.22164234050846723,0.2047,0.002969272486653928,0.004458424372975365,6.46716014875576e-05,0.004331668034059752,0.004585180711890978,92356.0,84712.00000000001,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,8.281561093029938e-05,0.018926648938236687,8.477249744321281e-05,0.01938254343411782,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3026,100000,100000.0,92288.0,0.92288,0.8457600000000001,0.0016872759774263365,0.21253033980582525,0.19614,0.002973901646658813,0.004271985131975515,6.477242591253163e-05,0.004145031177186953,0.004398939086764078,92288.0,84576.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,0.00010362363006955009,0.023682105897675967,0.00010166674355663666,0.023245275675779897,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3027,100000,100000.0,92467.0,0.92467,0.84934,0.0016691961071126425,0.2160446429537024,0.19977,0.002974494826184776,0.0043510475671191436,6.478534553176027e-05,0.004224068289876893,0.004478026844361394,92467.0,84934.0,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,2.456119492592196e-05,0.005613206358614791,2.2604308413008527e-05,0.005168291637353558,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3028,100000,100000.0,92373.0,0.92373,0.8474600000000001,0.0016787243621273857,0.2165892630963593,0.20007,0.002972712557749235,0.0043575816526682035,6.474652721699622e-05,0.004230678459322891,0.004484484846013516,92373.0,84746.00000000001,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,1.8027109376862055e-05,0.004119908876047814,1.6070222863948623e-05,0.0036743260143431793,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
ieee14,82x27,ieee14_pypower_ac_weighted_jacobian,first_state_coordinate,first non-reference voltage-angle correction (bus 2),3029,100000,100000.0,92453.0,0.92453,0.8490599999999999,0.0016706199938944827,0.21116675499983775,0.19523,0.0029772726564760575,0.0042521650724767,6.484584746764029e-05,0.004125067211440125,0.004379262933513275,92453.0,84905.99999999999,84836.16026152355,0.8483616026152354,0.2008976801355679,0.0043756087620450655,0.004373651875532152,0.00012344368956836594,0.02821177492812932,0.00012148680305545251,0.027776971398911564,100000,3100000,3200000,multinomial sampling from exact distribution of executed Qiskit integrated circuit
