observable_label,shots,seed,backend,status,total_attempts,accepted_attempts,effective_shots_after_postselection,acceptance_frequency,measured_postselection_probability,measured_postselection_probability_standard_error,direct_chain_measured_postselection_probability,readout_sign_mean_accepted,signed_overlap_estimate_z,signed_overlap_standard_error,physical_recovery_scale,recovered_physical_functional,recovered_physical_functional_standard_error,exact_ridge_functional,exact_qsvt_statevector_functional,absolute_error_vs_ridge,relative_error_vs_ridge,absolute_error_vs_statevector_qsvt,relative_error_vs_statevector_qsvt,circuit_qubits,signal_unitary_calls_per_attempt,projector_phase_operations_per_attempt,alternating_sequence_length,output_state_used_for_preparation
state_correction_0,1000,10,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,999.0,999.0,0.999,0.998,0.0019989997498749226,0.992,-0.2772772772772773,-0.277,0.030368915028364116,0.01737089797026707,-0.0048117387377639795,0.0005275353244254234,-0.004259018143057706,-0.004257089574489113,0.0005527205947062734,0.12977652974012807,0.0005546491632748667,0.13028834690222116,4,31,32,63,False
state_correction_0,1000,11,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,990.0,990.0,0.99,0.98,0.006292853089020912,0.99,-0.2222222222222222,-0.22,0.030685501462417067,0.01737089797026707,-0.0038215975534587557,0.0005330347150701278,-0.004259018143057706,-0.004257089574489113,0.0004374205895989504,0.10270456121722694,0.00043549202103035714,0.10229806383217105,4,31,32,63,False
state_correction_0,1000,12,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,993.0,993.0,0.993,0.986,0.005272949838562854,0.99,-0.24471299093655588,-0.243,0.030560611904868657,0.01737089797026707,-0.004221128206774899,0.0005308652713084027,-0.004259018143057706,-0.004257089574489113,3.788993628280751e-05,0.008896401708118794,3.5961367714214265e-05,0.008447406869170691,4,31,32,63,False
state_correction_0,1000,13,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,997.0,997.0,0.997,0.994,0.0034589015597440774,0.992,-0.2938816449348044,-0.293,0.03018527786852392,0.01737089797026707,-0.0050896731052882515,0.0005243453820582897,-0.004259018143057706,-0.004257089574489113,0.0008306549622305454,0.19503437983342037,0.0008325835307991386,0.19557576044169936,4,31,32,63,False
state_correction_0,1000,14,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,992.0,992.0,0.992,0.984,0.005634181395730885,0.989,-0.1935483870967742,-0.192,0.030905274630716358,0.01737089797026707,-0.0033352124102912777,0.0005368523723532572,-0.004259018143057706,-0.004257089574489113,0.0009238057327664285,0.21690579888048897,0.0009218771641978352,0.21655103752625837,4,31,32,63,False
state_correction_0,1000,15,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,995.0,995.0,0.995,0.99,0.004460941604639094,0.995,-0.20603015075376885,-0.205,0.03087029316349296,0.01737089797026707,-0.0035610340839047493,0.0005362447128552692,-0.004259018143057706,-0.004257089574489113,0.0006979840591529569,0.16388379567968883,0.0006960554905843636,0.16350501402543222,4,31,32,63,False
state_correction_0,1000,16,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,995.0,995.0,0.995,0.99,0.004460941604639094,0.99,-0.25025125628140704,-0.249,0.03054503232933303,0.01737089797026707,-0.004325353594596501,0.0005305946400913532,-0.004259018143057706,-0.004257089574489113,6.63354515387949e-05,0.015575292076865921,6.826402010738815e-05,0.01603537320813373,4,31,32,63,False
state_correction_0,1000,17,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,994.0,994.0,0.994,0.988,0.004884260435316694,0.982,-0.24949698189134809,-0.248,0.03053679747452244,0.01737089797026707,-0.004307982696626233,0.0005304515932686385,-0.004259018143057706,-0.004257089574489113,4.8964553568527254e-05,0.011496676446035,5.08931221371205e-05,0.011954909861916193,4,31,32,63,False
state_correction_0,1000,18,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,995.0,995.0,0.995,0.99,0.004460941604639094,0.99,-0.26834170854271355,-0.267,0.030392614234382668,0.01737089797026707,-0.004638029758061308,0.000527947000915148,-0.004259018143057706,-0.004257089574489113,0.00037901161500360214,0.08899037343182006,0.0003809401835721954,0.089483713440047,4,31,32,63,False
state_correction_0,1000,19,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,997.0,997.0,0.997,0.994,0.0034589015597440774,0.992,-0.18956870611835505,-0.189,0.0310044996734345,0.01737089797026707,-0.0032830997163804765,0.0005385760004464094,-0.004259018143057706,-0.004257089574489113,0.0009759184266772297,0.22914164577298135,0.0009739898581086364,0.22879242756491058,4,31,32,63,False
state_correction_0,1000,20,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,994.0,994.0,0.994,0.988,0.004884260435316694,0.989,-0.27364185110663986,-0.272,0.03033176552724882,0.01737089797026707,-0.004724884247912644,0.0005268900042319033,-0.004259018143057706,-0.004257089574489113,0.0004658661048549378,0.10938345158597407,0.000467794673423531,0.10988603017113409,4,31,32,63,False
state_correction_0,1000,21,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,995.0,995.0,0.995,0.99,0.004460941604639094,0.988,-0.27839195979899495,-0.277,0.03030298665148371,0.01737089797026707,-0.0048117387377639795,0.0005263900893172885,-0.004259018143057706,-0.004257089574489113,0.0005527205947062734,0.12977652974012807,0.0005546491632748667,0.13028834690222116,4,31,32,63,False
state_correction_0,1000,22,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,995.0,995.0,0.995,0.99,0.004460941604639094,0.992,-0.2522613065326633,-0.251,0.03052865866689855,0.01737089797026707,-0.004360095390537035,0.0005303102148718043,-0.004259018143057706,-0.004257089574489113,0.00010107724747932846,0.023732523338527357,0.00010300581604792171,0.024196299900568402,4,31,32,63,False
state_correction_0,1000,23,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,991.0,991.0,0.991,0.982,0.005972938975077515,0.993,-0.27547931382441976,-0.273,0.03027327203987042,0.01737089797026707,-0.004742255145882911,0.0005258739198307279,-0.004259018143057706,-0.004257089574489113,0.00048323700282520456,0.11346206721680478,0.0004851655713937978,0.11396649351735143,4,31,32,63,False
state_correction_0,1000,24,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,993.0,993.0,0.993,0.986,0.005272949838562854,0.987,-0.24269889224572003,-0.241,0.030576445182525717,0.01737089797026707,-0.004186386410834364,0.0005311403095591184,-0.004259018143057706,-0.004257089574489113,7.263173222334194e-05,0.017053632969780436,7.070316365474869e-05,0.016608333561605567,4,31,32,63,False
state_correction_0,1000,25,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,994.0,994.0,0.994,0.988,0.004884260435316694,0.992,-0.24346076458752516,-0.242,0.030584898234259337,0.01737089797026707,-0.004203757308804631,0.0005312871466583204,-0.004259018143057706,-0.004257089574489113,5.526083425307516e-05,0.012975017338949716,5.333226568448191e-05,0.01252787021538823,4,31,32,63,False
state_correction_0,1000,26,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,1000.0,1000.0,1.0,1.0,0.0,0.996,-0.206,-0.206,0.03094453101922858,0.01737089797026707,-0.0035784049818750165,0.0005375342910727841,-0.004259018143057706,-0.004257089574489113,0.0006806131611826896,0.15980518004885802,0.0006786845926140964,0.15942455067921477,4,31,32,63,False
state_correction_0,1000,27,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,997.0,997.0,0.997,0.994,0.0034589015597440774,0.988,-0.23570712136409228,-0.235,0.030688352839473156,0.01737089797026707,-0.004082161023012762,0.0005330842460500439,-0.004259018143057706,-0.004257089574489113,0.00017685712004494435,0.04152532675476515,0.0001749285514763511,0.041091113638909986,4,31,32,63,False
state_correction_0,1000,28,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,999.0,999.0,0.999,0.998,0.0019989997498749226,0.991,-0.24724724724724725,-0.247,0.03062663873166626,0.01737089797026707,-0.004290611798655967,0.0005320122165800043,-0.004259018143057706,-0.004257089574489113,3.1593655598260474e-05,0.0074180608152042814,3.352222416685372e-05,0.007874446515698857,4,31,32,63,False
state_correction_0,1000,29,aer_integrated_circuit_shot_sampling,executed_integrated_chain,1000.0,997.0,997.0,0.997,0.994,0.0034589015597440774,0.992,-0.2156469408224674,-0.215,0.030834639611968875,0.01737089797026707,-0.00373474306360742,0.0005356253786494668,-0.004259018143057706,-0.004257089574489113,0.000524275079450286,0.12309763937138093,0.0005223465108816928,0.12270038056325813,4,31,32,63,False
state_correction_0,10000,0,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9939.0,9939.0,0.9939,0.9878,0.0015572783951496912,0.9892,-0.2443907837810645,-0.2429,0.009669020581217108,0.01737089797026707,-0.004219391116977872,0.0001679595699887348,-0.004259018143057706,-0.004257089574489113,3.962702607983402e-05,0.009304263271201825,3.769845751124077e-05,0.008855453203792383,4,31,32,63,False
state_correction_0,10000,1,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9944.0,9944.0,0.9944,0.9887999999999999,0.0014924664150325192,0.99,-0.2582461786001609,-0.2568,0.009635630545013648,0.01737089797026707,-0.004460846598764583,0.00016737955507662098,-0.004259018143057706,-0.004257089574489113,0.000201828455706877,0.04738849399734581,0.00020375702427547025,0.047862987308629236,4,31,32,63,False
state_correction_0,10000,2,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9948.0,9948.0,0.9948,0.9896,0.0014384658494382106,0.9917,-0.23602734217933252,-0.2348,0.009693652356052388,0.01737089797026707,-0.004078686843418709,0.00016838744603622503,-0.004259018143057706,-0.004257089574489113,0.00018033129963899736,0.042341049880931216,0.00017840273107040411,0.04190720630815337,4,31,32,63,False
state_correction_0,10000,3,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9936.0,9936.0,0.9936,0.9872000000000001,0.0015948717816802655,0.9896,-0.24013687600644124,-0.2386,0.009678171521522028,0.01737089797026707,-0.004144696255705724,0.00016811853003910357,-0.004259018143057706,-0.004257089574489113,0.00011432188735198238,0.0268423104837742,0.00011239331878338914,0.026401445592527214,4,31,32,63,False
state_correction_0,10000,4,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9942.0,9942.0,0.9942,0.9884,0.0015187310492644874,0.9889,-0.24964795815731242,-0.2482,0.009657104949207086,0.01737089797026707,-0.004311456876220287,0.00016775258476083745,-0.004259018143057706,-0.004257089574489113,5.243873316258113e-05,0.012312399572201265,5.436730173117438e-05,0.012771002531159781,4,31,32,63,False
state_correction_0,10000,5,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9942.0,9942.0,0.9942,0.9884,0.0015187310492644874,0.99,-0.25588412794206394,-0.2544,0.009640957628783564,0.01737089797026707,-0.0044191564436359436,0.00016747209130526725,-0.004259018143057706,-0.004257089574489113,0.00016013830057823742,0.03759981648335225,0.00016206686914683067,0.03806987527770779,4,31,32,63,False
state_correction_0,10000,6,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9953.0,9953.0,0.9953,0.9905999999999999,0.001367904967459368,0.9909,-0.2514819652366121,-0.2503,0.00965738013127784,0.01737089797026707,-0.004347935761957848,0.00016775736492051176,-0.004259018143057706,-0.004257089574489113,8.891761890014206e-05,0.020877492396945935,9.084618746873531e-05,0.02133997555821635,4,31,32,63,False
state_correction_0,10000,7,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9937.0,9937.0,0.9937,0.9874,0.0015824424160139252,0.9902,-0.24343363188084935,-0.2419,0.009670493213895556,0.01737089797026707,-0.0042020202190076045,0.0001679851509407398,-0.004259018143057706,-0.004257089574489113,5.6997924050101664e-05,0.013382878902032748,5.506935548150842e-05,0.012935916550009923,4,31,32,63,False
state_correction_0,10000,8,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9954.0,9954.0,0.9954,0.9907999999999999,0.0013533425287044,0.9916,-0.23688969258589512,-0.2358,0.009694319780159926,0.01737089797026707,-0.0040960577413889756,0.00016839903979229997,-0.004259018143057706,-0.004257089574489113,0.00016296040166873058,0.038262434250100494,0.00016103183310013734,0.03782674296193604,4,31,32,63,False
state_correction_0,10000,9,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9955.0,9955.0,0.9955,0.9910000000000001,0.0013386186910393787,0.9904,-0.2454043194374686,-0.2443,0.009673766122870658,0.01737089797026707,-0.004243710374136245,0.00016804200430861228,-0.004259018143057706,-0.004257089574489113,1.530776892146122e-05,0.003594201388038983,1.3379200352867972e-05,0.0031428045190882766,4,31,32,63,False
state_correction_0,10000,10,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9953.0,9953.0,0.9953,0.9905999999999999,0.001367904967459368,0.9883,-0.2609263538631568,-0.2597,0.009632527757551494,0.01737089797026707,-0.004511222202878358,0.00016732565687219248,-0.004259018143057706,-0.004257089574489113,0.0002522040598206517,0.05921647932675513,0.00025413262838924495,0.059696331012659754,4,31,32,63,False
state_correction_0,10000,11,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9949.0,9949.0,0.9949,0.9898,0.0014246389016168263,0.9897,-0.25902100713639564,-0.2577,0.009635822279390588,0.01737089797026707,-0.004476480406937824,0.0001673828856749202,-0.004259018143057706,-0.004257089574489113,0.00021746226388011814,0.051059248065093696,0.0002193908324487114,0.05153540432022508,4,31,32,63,False
state_correction_0,10000,12,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9957.0,9957.0,0.9957,0.9914000000000001,0.0013086649685843923,0.9914,-0.2329014763482977,-0.2319,0.009705268620702881,0.01737089797026707,-0.004028311239304934,0.00016858923098426437,-0.004259018143057706,-0.004257089574489113,0.00023070690375277206,0.05416903521034054,0.00022877833518417882,0.05374055001218389,4,31,32,63,False
state_correction_0,10000,13,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9954.0,9954.0,0.9954,0.9907999999999999,0.0013533425287044,0.9889,-0.2505525416917822,-0.2494,0.00966022587727637,0.01737089797026707,-0.004332301953784608,0.0001678067980839015,-0.004259018143057706,-0.004257089574489113,7.328381072690179e-05,0.01720673832919825,7.521237929549503e-05,0.017667558546620707,4,31,32,63,False
state_correction_0,10000,14,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9948.0,9948.0,0.9948,0.9896,0.0014384658494382106,0.9894,-0.2249698431845597,-0.2238,0.00971963764756691,0.01737089797026707,-0.0038876069657457707,0.00016883883388385144,-0.004259018143057706,-0.004257089574489113,0.0003714111773119354,0.08720582182006993,0.00036948260874334216,0.08679230311654489,4,31,32,63,False
state_correction_0,10000,15,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9956.0,9956.0,0.9956,0.9912000000000001,0.0013237280687512763,0.9917,-0.2310164724789072,-0.23,0.009709273917240156,0.01737089797026707,-0.003995306533161426,0.00016865880658175405,-0.004259018143057706,-0.004257089574489113,0.00026371160989628,0.06191840490891915,0.00026178304132768674,0.061493430369997076,4,31,32,63,False
state_correction_0,10000,16,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9949.0,9949.0,0.9949,0.9898,0.0014246389016168263,0.9909,-0.23952155995577445,-0.2383,0.009685623934471128,0.01737089797026707,-0.004139484986314643,0.0001682479851440747,-0.004259018143057706,-0.004257089574489113,0.00011953315674306277,0.028065895173023495,0.00011760458817446952,0.027625584596392496,4,31,32,63,False
state_correction_0,10000,17,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9942.0,9942.0,0.9942,0.9884,0.0015187310492644874,0.99,-0.24381412190706095,-0.2424,0.009671826301169806,0.01737089797026707,-0.004210705667992738,0.00016800830786376625,-0.004259018143057706,-0.004257089574489113,4.8312475064968274e-05,0.011343571086617389,4.638390649637503e-05,0.010895684876901256,4,31,32,63,False
state_correction_0,10000,18,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9954.0,9954.0,0.9954,0.9907999999999999,0.0013533425287044,0.9912,-0.2563793449869399,-0.2552,0.009645065888836634,0.01737089797026707,-0.0044330531620121565,0.00016754345547148445,-0.004259018143057706,-0.004257089574489113,0.00017403501895445032,0.0408627089880167,0.00017596358752304357,0.04133424595468154,4,31,32,63,False
state_correction_0,10000,19,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9957.0,9957.0,0.9957,0.9914000000000001,0.0013086649685843923,0.9915,-0.2531887114592749,-0.2521,0.009654768718099881,0.01737089797026707,-0.004379203378304329,0.00016771200232863924,-0.004259018143057706,-0.004257089574489113,0.00012018523524662261,0.02821900053244131,0.00012211380381521586,0.028684809581407636,4,31,32,63,False
state_correction_0,10000,20,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9957.0,9957.0,0.9957,0.9914000000000001,0.0013086649685843923,0.9911,-0.24555589032841219,-0.2445,0.009674294547924412,0.01737089797026707,-0.004247184553730299,0.00016805118352630598,-0.004259018143057706,-0.004257089574489113,1.1833589327407343e-05,0.002778478261872717,9.905020758814095e-06,0.002326711849844687,4,31,32,63,False
state_correction_0,10000,21,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9963.0,9963.0,0.9963,0.9925999999999999,0.001214299798237657,0.9914,-0.2526347485697079,-0.2517,0.009658918728304945,0.01737089797026707,-0.004372255019116222,0.00016778409173248695,-0.004259018143057706,-0.004257089574489113,0.00011323687605851573,0.026587554280108984,0.00011516544462710897,0.02705262424292066,4,31,32,63,False
state_correction_0,10000,22,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9946.0,9946.0,0.9946,0.9892000000000001,0.001465720300739532,0.9902,-0.2549768751256787,-0.2536,0.009645138879248966,0.01737089797026707,-0.004405259725259729,0.0001675447233804899,-0.004259018143057706,-0.004257089574489113,0.00014624158220202278,0.034336923978687386,0.00014817015077061603,0.03480550460073364,4,31,32,63,False
state_correction_0,10000,23,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9946.0,9946.0,0.9946,0.9892000000000001,0.001465720300739532,0.9913,-0.24391715262417052,-0.2426,0.00967339257964857,0.01737089797026707,-0.004214179847586792,0.0001680355155274139,-0.004259018143057706,-0.004257089574489113,4.48382954709144e-05,0.010527847960451123,4.290972690232115e-05,0.010079592207657665,4,31,32,63,False
state_correction_0,10000,24,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9950.0,9950.0,0.995,0.99,0.001410673597966589,0.9905,-0.23537688442211055,-0.2342,0.009696135106319424,0.01737089797026707,-0.004068264304636548,0.00016843057363779936,-0.004259018143057706,-0.004257089574489113,0.00019075383842115812,0.04478821925942981,0.00018882526985256488,0.04435548431588394,4,31,32,63,False
state_correction_0,10000,25,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9949.0,9949.0,0.9949,0.9898,0.0014246389016168263,0.99,-0.24535129158709418,-0.2441,0.009671169474267318,0.01737089797026707,-0.004240236194542192,0.000167996898190659,-0.004259018143057706,-0.004257089574489113,1.8781948515514228e-05,0.004409924514205045,1.685337994692098e-05,0.003958897188331662,4,31,32,63,False
state_correction_0,10000,26,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9958.0,9958.0,0.9958,0.9916,0.0012934233645639746,0.992,-0.23257682265515164,-0.2316,0.009706500090145778,0.01737089797026707,-0.004023099969913854,0.00016861062271431043,-0.004259018143057706,-0.004257089574489113,0.00023591817314385245,0.05539261989958984,0.0002339896045752592,0.05496468901604917,4,31,32,63,False
state_correction_0,10000,27,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9956.0,9956.0,0.9956,0.9912000000000001,0.0013237280687512763,0.9902,-0.2480916030534351,-0.247,0.009667424682923576,0.01737089797026707,-0.004290611798655967,0.00016793184780230694,-0.004259018143057706,-0.004257089574489113,3.1593655598260474e-05,0.0074180608152042814,3.352222416685372e-05,0.007874446515698857,4,31,32,63,False
state_correction_0,10000,28,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9959.0,9959.0,0.9959,0.9918,0.0012779968701057123,0.9908,-0.23104729390501055,-0.2301,0.00971058180543267,0.01737089797026707,-0.003997043622958453,0.0001686815257741027,-0.004259018143057706,-0.004257089574489113,0.0002619745200992535,0.06151054334583612,0.00026004595153066024,0.06108538403537538,4,31,32,63,False
state_correction_0,10000,29,aer_integrated_circuit_shot_sampling,executed_integrated_chain,10000.0,9941.0,9941.0,0.9941,0.9882,0.0015316905692730521,0.9893,-0.23830600543204908,-0.2369,0.009684928445786266,0.01737089797026707,-0.004115165729156269,0.00016823590388109048,-0.004259018143057706,-0.004257089574489113,0.0001438524139014373,0.033775957056186745,0.00014192384533284405,0.03333823328109701,4,31,32,63,False
state_correction_0,100000,0,aer_integrated_circuit_shot_sampling,executed_integrated_chain,100000.0,99503.0,99503.0,0.99503,0.9900599999999999,0.00044476056929543695,0.99017,-0.24442479121232524,-0.24321,0.0030592137811862705,0.01737089797026707,-0.004224776095348655,5.3141290462221636e-05,-0.004259018143057706,-0.004257089574489113,3.424204770905142e-05,0.008039892425644327,3.231347914045817e-05,0.007590509566465034,4,31,32,63,False
state_correction_0,100000,1,aer_integrated_circuit_shot_sampling,executed_integrated_chain,100000.0,99534.0,99534.0,0.99534,0.99068,0.0004307335324768666,0.99078,-0.2511503606807724,-0.24998,0.0030542593203590294,0.01737089797026707,-0.0043423770746073625,5.3055227028693946e-05,-0.004259018143057706,-0.004257089574489113,8.335893154965638e-05,0.019572335395080034,8.528750011824963e-05,0.02003422728742673,4,31,32,63,False
state_correction_0,100000,2,aer_integrated_circuit_shot_sampling,executed_integrated_chain,100000.0,99515.0,99515.0,0.99515,0.9903,0.0004393849109835257,0.99026,-0.24702808621815806,-0.24583,0.0030573151801866947,0.01737089797026707,-0.004270287848030754,5.310831005797176e-05,-0.004259018143057706,-0.004257089574489113,1.1269704973048203e-05,0.002646080527132309,1.319827354164145e-05,0.003100304400624541,4,31,32,63,False
state_correction_0,100000,3,aer_integrated_circuit_shot_sampling,executed_integrated_chain,100000.0,99496.0,99496.0,0.99496,0.9899199999999999,0.000447865979953827,0.99,-0.2450751789016644,-0.24384,0.0030585978068389443,0.01737089797026707,-0.004235719761069923,5.3130590434681935e-05,-0.004259018143057706,-0.004257089574489113,2.329838198778314e-05,0.005470364578220926,2.1369813419189893e-05,0.005019817658348064,4,31,32,63,False
state_correction_0,100000,4,aer_integrated_circuit_shot_sampling,executed_integrated_chain,100000.0,99536.0,99536.0,0.99536,0.99072,0.0004298125358804686,0.9905,-0.24367063173123293,-0.24254,0.003060284869746606,0.01737089797026707,-0.004213137593708576,5.315989623232034e-05,-0.004259018143057706,-0.004257089574489113,4.58805493491303e-05,0.01077256489830094,4.395198078053705e-05,0.010324420008430682,4,31,32,63,False
state_correction_0,100000,5,aer_integrated_circuit_shot_sampling,executed_integrated_chain,100000.0,99532.0,99532.0,0.99532,0.99064,0.0004316525269241461,0.9907,-0.24661415424185187,-0.24546,0.003057890430345731,0.01737089797026707,-0.004263860615781756,5.311830266979176e-05,-0.004259018143057706,-0.004257089574489113,4.842472724049703e-06,0.0011369927437249923,6.77104129264295e-06,0.0015905329625241754,4,31,32,63,False
